Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Australian Open Q3,W vs Lajal,61.4%,48.1%,3.4%,2/1,1.92,21.6%,60.7%,45.9%,3.3%,1.91,39.3%,77.3%,52.9%,4.5%,1.93,0.0%
2024 Roland Garros Q3,L vs Meligeni Alves,68.5%,37.8%,3.7%,2/0,2.15,22.6%,59.0%,39.1%,2.6%,2.13,37.5%,93.3%,35.7%,6.7%,2.17,6.7%
Career (2 matches),,64.1%,44.0%,3.5%,80.0%,2.01,22.0%,60.0%,43.3%,3.0%,1.99,38.6%,83.8%,45.2%,5.4%,2.03,2.6%
