Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Australian Open R32,L vs Sinner,50% (10/20),60% (6/10),2/8,42% (8/19),0% (0/8),3/6,1/1,2/2,0/0,1/1
2024 Champaign CH SF,L vs Basavareddy,14% (1/7),0% (0/1),0/4,71% (5/7),0% (0/5),0/0,0/0,1/2,0/0,0/1
2024 US Open R128,L vs Michelsen,36% (5/14),80% (4/5),1/8,71% (10/14),10% (1/10),2/4,0/2,0/1,0/0,0/1
2024 US Open Q3,W vs Fonseca,29% (5/17),80% (4/5),2/3,18% (3/17),0% (0/3),3/4,1/2,2/2,1/2,0/0
2019 M25 Vero Beach FL QF,L vs Hidalgo,29% (4/14),75% (3/4),1/4,63% (10/16),30% (3/10),1/3,0/1,1/3,0/0,1/2
2019 M25 Vero Beach FL R16,W vs Garanganga,50% (6/12),100% (6/6),4/4,43% (6/14),17% (1/6),3/6,2/2,0/0,1/1,0/0
2019 M25 Vero Beach FL R32,W vs Hohmann,57% (8/14),50% (4/8),1/4,36% (5/14),20% (1/5),3/4,1/1,0/0,1/1,0/0
2026 (1 matches),,50.0%,60.0%,25.0%,42.1%,0.0%,50.0%,100.0%,100.0%,-,100.0%
2024 (3 matches),,28.9%,72.7%,20.0%,47.4%,5.6%,62.5%,25.0%,60.0%,50.0%,0.0%
2019 (3 matches),,45.0%,72.2%,50.0%,47.7%,23.8%,53.8%,75.0%,33.3%,100.0%,50.0%
Career (7 matches),,39.8%,69.2%,31.4%,46.5%,12.8%,55.6%,55.6%,60.0%,75.0%,40.0%
