Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Australian Open R32,L vs Sinner,69% (11/16),38% (6/16),1/1,0/0,27% (3/11),1/4,1/2,- (0/0),- (0/0)
2024 Champaign CH SF,L vs Basavareddy,100% (2/2),0% (0/2),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2024 US Open R128,L vs Michelsen,83% (5/6),57% (4/7),0/0,0/0,31% (4/13),1/4,0/1,- (0/0),- (0/0)
2024 US Open Q3,W vs Fonseca,70% (14/20),33% (4/12),2/9,1/6,40% (2/5),1/2,0/0,73% (11/15),27% (4/15)
2019 M25 Vero Beach FL QF,L vs Hidalgo,36% (9/25),38% (3/8),1/5,0/0,61% (11/18),2/4,2/3,67% (4/6),60% (3/5)
2019 M25 Vero Beach FL R16,W vs Garanganga,86% (6/7),46% (6/13),2/2,1/1,50% (5/10),0/0,0/0,- (0/0),- (0/0)
2019 M25 Vero Beach FL R32,W vs Hohmann,71% (10/14),31% (4/13),2/3,1/2,50% (4/8),1/2,0/0,80% (4/5),60% (3/5)
2026 (1 matches),,68.8%,37.5%,100.0%,-,27.3%,25.0%,50.0%,-,-
2024 (3 matches),,75.0%,38.1%,22.2%,16.7%,34.6%,25.0%,0.0%,73.3%,26.7%
2019 (3 matches),,54.3%,38.2%,50.0%,66.7%,55.6%,50.0%,66.7%,72.7%,60.0%
Career (7 matches),,63.3%,38.0%,40.0%,33.3%,43.8%,33.3%,42.9%,73.1%,40.0%
