Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,18,10,8,55.6%,28-24,53.8%,260-247,51.3%,4-5,44.4%,18,80.2%,22.8%,8.8%,1.6%,68.4%,71.6%,53.2%,65.8%,38.2%,51.4%,1.12
Grass,3,1,2,33.3%,2-4,33.3%,27-33,45.0%,1-2,33.3%,3,71.4%,20.7%,6.2%,4.7%,63.5%,65.7%,46.8%,58.8%,35.3%,47.6%,0.86
Grand Slams,6,3,3,50.0%,11-12,47.8%,110-112,49.5%,1-2,33.3%,6,73.6%,25.7%,6.7%,2.8%,65.9%,66.8%,51.5%,61.6%,39.4%,50.2%,1.03
Masters,2,1,1,50.0%,2-3,40.0%,22-26,45.8%,1-0,100.0%,2,73.9%,16.7%,4.0%,0.0%,72.2%,70.6%,42.9%,62.9%,37.8%,50.2%,1.02
Other Tours,13,7,6,53.8%,17-13,56.7%,155-142,52.2%,3-5,37.5%,13,84.6%,21.2%,10.7%,1.7%,68.4%,73.9%,54.3%,67.7%,36.8%,51.7%,1.14
Best of 5,6,3,3,50.0%,11-12,47.8%,110-112,49.5%,1-2,33.3%,6,73.6%,25.7%,6.7%,2.8%,65.9%,66.8%,51.5%,61.6%,39.4%,50.2%,1.03
Best of 3,15,8,7,53.3%,19-16,54.3%,177-168,51.3%,4-5,44.4%,15,83.1%,20.6%,9.7%,1.5%,69.0%,73.4%,52.8%,67.0%,37.0%,51.5%,1.12
Quarter-finals,2,0,2,0.0%,1-4,20.0%,20-27,42.6%,0-1,0.0%,2,65.2%,21.7%,7.6%,1.5%,63.4%,68.7%,50.0%,61.8%,36.3%,48.4%,0.95
vs Righties,19,10,9,52.6%,28-26,51.9%,269-260,50.9%,5-6,45.5%,19,79.5%,22.7%,8.7%,1.9%,68.0%,71.3%,51.9%,65.1%,37.8%,51.0%,1.08
vs Lefties,2,1,1,50.0%,2-2,50.0%,18-20,47.4%,0-1,0.0%,2,77.8%,21.1%,5.6%,3.2%,64.8%,65.4%,56.8%,62.4%,39.2%,50.8%,1.04
vs Top 10,1,0,1,0.0%,1-3,25.0%,17-22,43.6%,0-0,-,1,57.9%,30.0%,5.6%,2.8%,64.8%,65.7%,44.7%,58.3%,42.4%,49.6%,1.02
