Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,17,10,7,58.8%,28-21,57.1%,251-228,52.4%,4-5,44.4%,17,82.9%,22.5%,9.3%,1.3%,69.2%,72.7%,54.4%,67.0%,38.2%,52.0%,1.16
Grand Slams,5,3,2,60.0%,11-9,55.0%,101-93,52.1%,1-2,33.3%,5,79.2%,25.3%,7.4%,2.2%,67.6%,69.0%,53.9%,64.1%,39.6%,51.5%,1.10
Masters,2,1,1,50.0%,2-3,40.0%,22-26,45.8%,1-0,100.0%,2,73.9%,16.7%,4.0%,0.0%,72.2%,70.6%,42.9%,62.9%,37.8%,50.2%,1.02
Other Tours,10,6,4,60.0%,15-9,62.5%,128-109,54.0%,2-3,40.0%,10,87.8%,21.4%,12.1%,0.7%,70.0%,76.3%,57.2%,70.6%,37.2%,52.8%,1.26
Best of 5,5,3,2,60.0%,11-9,55.0%,101-93,52.1%,1-2,33.3%,5,79.2%,25.3%,7.4%,2.2%,67.6%,69.0%,53.9%,64.1%,39.6%,51.5%,1.10
Best of 3,12,7,5,58.3%,17-12,58.6%,150-135,52.6%,3-3,50.0%,12,85.5%,20.6%,10.6%,0.6%,70.4%,75.2%,54.7%,69.1%,37.3%,52.4%,1.21
Quarter-finals,2,0,2,0.0%,1-4,20.0%,20-27,42.6%,0-1,0.0%,2,65.2%,21.7%,7.6%,1.5%,63.4%,68.7%,50.0%,61.8%,36.3%,48.4%,0.95
vs Righties,16,9,7,56.3%,26-21,55.3%,239-221,52.0%,4-5,44.4%,16,82.2%,22.1%,9.2%,1.3%,69.4%,72.2%,53.6%,66.5%,38.0%,51.7%,1.13
vs Lefties,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,100.0%,30.0%,11.4%,0.0%,63.6%,89.3%,75.0%,84.1%,44.4%,60.7%,2.79
vs Top 10,1,0,1,0.0%,1-3,25.0%,17-22,43.6%,0-0,-,1,57.9%,30.0%,5.6%,2.8%,64.8%,65.7%,44.7%,58.3%,42.4%,49.6%,1.02
