Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),79,688,48,1810,44,1772,133,1596,63,1637,,,,
2025,89,672,63,1767,62,1730,150,1574,77,1615,,,,
2024,228,253,168,1600,152,1566,,,151,1506,921,40,,
2023,729,35,,,,,,,,,,,,
2021,667,38,,,,,,,,,,,,
2020,1217,5,,,,,,,,,1072,20,,
2019,1189,5,,,,,,,,,1059,20,,
