Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R32,L vs Sinner,0.79,0.81,47.1,4.7,7.1%,58.9%,3.8%,57.7%,37.3%,47.7%
2024 Champaign CH SF,L vs Basavareddy,0.91,0.32,29.6,2.0,5.3%,42.1%,0.0%,38.9%,25.0%,16.7%
2024 US Open R128,L vs Michelsen,1.03,0.68,25.4,2.0,2.4%,39.0%,0.0%,45.7%,36.6%,39.5%
2024 US Open Q3,W vs Fonseca,0.98,1.26,71.4,3.2,1.8%,76.8%,2.1%,62.5%,40.6%,35.5%
2019 M25 Vero Beach FL QF,L vs Hidalgo,1.10,0.86,68.0,2.7,1.5%,53.8%,0.0%,47.6%,55.3%,19.5%
2019 M25 Vero Beach FL R16,W vs Garanganga,0.99,1.41,52.6,2.0,-,61.8%,-,63.3%,58.6%,48.0%
2019 M25 Vero Beach FL R32,W vs Hohmann,1.00,1.21,55.4,17.5,0.0%,64.4%,5.1%,61.5%,47.4%,41.8%
2026 (1 matches),,0.79,0.81,47.1,4.7,7.1%,58.9%,3.8%,57.7%,37.3%,47.7%
2024 (3 matches),,0.98,0.78,49.3,2.3,2.6%,57.8%,1.0%,52.5%,36.9%,33.9%
2019 (3 matches),,1.04,1.08,59.9,3.2,0.7%,59.0%,1.5%,55.3%,52.6%,35.5%
Career (7 matches),,0.97,0.91,53.4,2.8,2.5%,58.5%,1.8%,54.7%,43.3%,37.5%
