Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Australian Open R64,L vs Humbert,39.3%,49.4%,42.0%,43.4%,44.8%,55.2%,46.9%,51.0%,46.4%,26.7%,25.0%,33.3%,44.4%,33.3%,116
2025 Australian Open R128,W vs Yunchaokete,46.1%,62.9%,73.9%,53.8%,55.9%,71.2%,73.1%,67.6%,48.1%,46.9%,-,28.6%,50.0%,75.0%,22
2024 Olympics R64,L vs Alcaraz,31.7%,39.7%,27.5%,36.7%,32.5%,45.0%,29.6%,40.3%,47.6%,52.6%,33.3%,35.0%,35.0%,23.1%,118
Career (3 matches),,39.8%,51.9%,48.5%,45.5%,45.9%,58.6%,49.4%,54.5%,47.4%,40.7%,30.0%,32.0%,44.0%,47.1%,83
