Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Wimbledon R64,L vs Gauff,0.79,0.68,46.4,2.7,13.8%,62.1%,0.0%,52.2%,32.3%,41.4%
2021 Wimbledon R128,W vs Trevisan,0.98,1.64,49.2,3.1,11.1%,70.4%,16.7%,70.8%,51.4%,47.2%
2021 Roland Garros R32,L vs Rybakina,1.12,0.52,41.3,2.0,0.0%,51.9%,3.8%,46.2%,12.5%,34.8%
2021 Roland Garros R128,W vs Govortsova,1.16,2.66,31.8,2.1,15.8%,78.9%,20.0%,66.7%,70.4%,50.0%
2018 Roland Garros R128,L vs Pera,0.86,0.53,37.3,2.2,12.0%,56.0%,0.0%,54.5%,27.6%,26.9%
2018 Rome R32,L vs Williams,1.10,0.90,82.1,9.0,1.9%,51.9%,0.0%,48.1%,37.0%,45.2%
2018 Rome R64,W vs Siegemund,1.00,1.24,66.8,3.1,0.0%,55.3%,0.0%,60.0%,38.1%,68.4%
2018 Madrid R64,L vs Pliskova,0.93,0.59,50.7,2.3,5.1%,48.7%,5.3%,55.3%,29.6%,32.0%
2018 Charleston R16,L vs Pliskova,0.83,0.66,43.7,2.2,4.8%,61.9%,4.9%,53.7%,41.9%,24.1%
2018 Charleston R32,W vs Townsend,1.05,1.71,44.2,2.7,0.0%,69.2%,0.0%,68.2%,45.2%,57.1%
2018 Charleston R64,W vs Brengle,1.03,1.21,61.5,2.7,0.0%,56.1%,2.7%,40.5%,67.4%,52.5%
2018 Miami R64,L vs Vekic,1.03,0.80,65.1,2.5,1.8%,54.4%,1.9%,57.4%,28.8%,40.4%
2018 Indian Wells R32,L vs Kerber,0.90,0.79,55.8,3.0,0.0%,48.8%,2.5%,42.5%,52.9%,41.9%
2018 Indian Wells R64,W vs Bellis,1.06,1.27,58.0,4.0,0.0%,51.3%,8.6%,60.0%,53.8%,52.8%
2018 Dubai QF,L vs Kasatkina,1.05,0.76,57.0,2.9,0.0%,38.2%,0.0%,56.3%,44.1%,32.3%
2018 Dubai R16,W vs Ostapenko,1.02,1.39,63.2,2.0,8.8%,58.8%,3.2%,64.5%,50.0%,55.6%
2018 Dubai R32,W vs Peng,1.14,1.30,61.7,2.2,5.3%,60.5%,2.9%,65.7%,51.5%,32.3%
2018 Doha R64,L vs Blinkova,1.04,1.49,49.5,2.2,3.3%,60.0%,0.0%,65.5%,55.2%,51.9%
2018 St. Petersburg R32,L vs Kvitova,0.88,0.50,33.2,2.0,0.0%,46.4%,0.0%,40.0%,25.0%,39.1%
2018 Australian Open R64,L vs Osaka,0.94,0.73,56.3,2.6,0.0%,56.8%,0.0%,58.8%,40.0%,25.0%
2021 (4 matches),,0.99,1.11,43.0,2.4,9.8%,64.7%,9.1%,58.0%,42.9%,43.9%
2018 (19 matches),,1.00,0.99,56.7,2.6,2.4%,55.2%,2.6%,56.5%,43.7%,43.4%
2017 (48 matches),,1.01,1.02,60.2,2.8,3.4%,58.1%,2.7%,56.0%,42.8%,43.9%
2016 (43 matches),,1.03,1.06,59.5,2.7,4.3%,57.8%,3.0%,55.2%,44.3%,45.2%
2015 (14 matches),,1.00,0.94,63.7,4.0,4.2%,56.3%,3.1%,59.4%,40.2%,38.4%
Career (248 matches),,1.01,1.01,58.2,2.7,2.8%,57.5%,2.3%,55.2%,43.1%,44.1%
