Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Moscow R16,L vs Vikhlyantseva,0.0%,-,4.0%,50.0%,10.3%,38.9%,0.0%,9.8%,15.4%,0.5%,0.0%,8,12
2017 Beijing R16,L vs Svitolina,0.0%,-,10.8%,58.8%,8.8%,12.8%,100.0%,10.3%,26.1%,1.3%,50.0%,126,80
2017 Wuhan R16,L vs Sakkari,0.0%,-,11.2%,73.7%,6.7%,7.0%,0.0%,13.2%,31.6%,3.0%,0.0%,41,34
2017 Toronto R32,L vs Barty,0.0%,-,5.2%,80.0%,8.4%,13.5%,0.0%,3.8%,9.1%,1.4%,75.0%,4,33
2017 Roland Garros R32,L vs Suarez Navarro,6.2%,100.0%,12.7%,90.0%,8.3%,15.6%,0.0%,10.3%,31.3%,3.8%,27.3%,44,19
2017 Stuttgart R32,W vs Kasatkina,2.8%,100.0%,18.3%,75.0%,15.3%,20.0%,0.0%,14.1%,23.1%,1.6%,50.0%,85,62
2017 Charleston R32,L vs Stollar,0.0%,-,1.5%,66.7%,17.5%,33.3%,0.0%,27.3%,45.5%,3.1%,75.0%,92,62
2017 Indian Wells F,W vs Kuznetsova,0.8%,100.0%,12.6%,80.6%,12.3%,11.9%,0.0%,14.0%,36.7%,0.7%,33.3%,100,69
2017 Indian Wells SF,W vs Mladenovic,0.0%,-,10.7%,84.6%,19.4%,10.5%,0.0%,16.7%,50.0%,0.6%,0.0%,20,-8
2017 Indian Wells R16,W vs Kerber,0.0%,-,11.9%,68.8%,10.0%,10.7%,0.0%,13.6%,0.0%,3.0%,25.0%,-11,-27
2016 Zhuhai RR,W vs Bertens,0.0%,-,5.4%,62.5%,8.9%,17.4%,0.0%,8.2%,25.0%,1.8%,25.0%,-40,6
2016 Zhuhai RR,L vs Svitolina,0.0%,-,10.4%,92.9%,14.7%,21.2%,0.0%,11.9%,31.8%,2.7%,42.9%,67,34
2016 Wimbledon SF,L vs Williams,2.6%,0.0%,8.1%,33.3%,16.0%,50.0%,0.0%,6.7%,0.0%,1.3%,0.0%,-109,-80
2016 Strasbourg R16,W vs Bondarenko,0.0%,-,2.9%,100.0%,13.0%,20.0%,0.0%,15.4%,22.2%,1.2%,100.0%,9,25
2016 Charleston F,L vs Stephens,0.0%,-,12.0%,61.1%,9.1%,10.7%,0.0%,9.8%,26.1%,1.4%,0.0%,-8,-19
2016 Charleston QF,W vs Siegemund,0.0%,-,11.4%,71.4%,13.0%,14.3%,0.0%,4.7%,25.0%,1.5%,100.0%,32,21
2016 Charleston R32,W vs Bencic,0.0%,-,9.7%,88.9%,21.7%,10.0%,0.0%,18.9%,23.1%,1.5%,100.0%,132,103
2016 Miami R32,L vs Konta,0.0%,-,11.5%,66.7%,8.8%,25.0%,0.0%,7.1%,18.2%,0.4%,100.0%,26,-7
2016 Doha R16,W vs Wozniacki,0.0%,-,8.1%,68.8%,12.9%,30.4%,50.0%,7.4%,33.3%,1.2%,50.0%,-7,-10
2016 Doha R32,W vs Halep,0.0%,-,6.1%,92.3%,12.2%,20.5%,0.0%,11.0%,28.6%,1.8%,28.6%,59,29
Career (29 matches),,0.6%,84.6%,9.0%,71.1%,11.9%,17.3%,5.9%,12.1%,29.5%,1.6%,40.0%,40,28
