Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,5,4,1,80.0%,9-4,69.2%,73-51,58.9%,1-0,100.0%,0,,,,,,,,,,,,F (Poitiers 100K)
2008,4,2,2,50.0%,5-5,50.0%,49-48,50.5%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2007,2,1,1,50.0%,3-3,50.0%,24-25,49.0%,0-0,-,0,,,,,,,,,,,,R16 (Cagnes-Sur-Mer 100K)
2005,29,18,11,62.1%,41-24,63.1%,322-256,55.7%,1-2,33.3%,0,,,,,,,,,,,,F (Galatina 25K)
2004,26,15,11,57.7%,33-25,56.9%,281-253,52.6%,5-2,71.4%,0,,,,,,,,,,,,QF (5x)
2003,38,29,9,76.3%,60-24,71.4%,429-322,57.1%,1-3,25.0%,0,,,,,,,,,,,,W (2x)
2002,4,2,2,50.0%,5-2,71.4%,44-38,53.7%,1-1,50.0%,0,,,,,,,,,,,,QF (Al Mansoura 10K)
Career,108,71,37,65.7%,156-87,64.2%,1222-993,55.2%,10-9,52.6%,0,,,,,,,,,,,,
