Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,25,12,13,48.0%,5,1,4,20.0%,2006,2018,R16,24,1.00,2.6%,5.3%,62.0%,61.6%,47.0%,56.1%,43.9%,57.4%,45.9%
Roland Garros,14,Clay,22,8,14,36.4%,2,1,1,50.0%,2006,2021,R32,21,0.93,3.2%,4.2%,66.3%,60.5%,44.8%,55.2%,41.5%,52.7%,40.7%
Wimbledon,13,Grass,31,18,13,58.1%,3,0,3,0.0%,2006,2021,SF,29,1.03,4.8%,5.1%,64.5%,65.0%,48.5%,59.2%,42.3%,59.1%,37.8%
US Open,13,Hard,26,13,13,50.0%,6,4,2,66.7%,2005,2017,R32,22,1.03,5.5%,5.9%,61.7%,63.8%,46.5%,57.2%,44.0%,59.6%,43.7%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2021,2021,R32,0,,,,,,,,,,
Fed Cup,5,,6,3,3,50.0%,0,0,0,-,2007,2017,,2,1.14,3.7%,7.4%,61.5%,68.7%,48.1%,60.7%,44.8%,45.5%,40.0%
Moscow,15,Hard,22,7,15,31.8%,6,1,5,16.7%,2003,2017,SF,16,0.90,2.8%,5.1%,61.8%,63.7%,43.8%,56.1%,39.4%,56.5%,37.2%
Miami,13,Hard,28,15,13,53.6%,7,2,5,28.6%,2006,2018,R16,26,1.01,3.3%,5.9%,62.3%,60.7%,48.9%,56.3%,44.3%,63.6%,48.6%
Charleston,12,Clay,34,22,12,64.7%,13,6,7,46.2%,2006,2018,F,34,1.08,2.8%,4.1%,64.8%,63.0%,47.1%,57.4%,46.0%,59.9%,48.4%
Rome,12,Clay,22,10,12,45.5%,7,4,3,57.1%,2007,2021,R16,16,0.94,2.4%,3.8%,67.9%,58.3%,48.4%,55.1%,42.3%,48.6%,47.4%
Indian Wells,11,Hard,23,13,10,56.5%,3,1,2,33.3%,2006,2018,W,23,0.98,2.9%,5.9%,58.1%,59.3%,42.2%,52.1%,46.9%,53.7%,47.4%
Dubai,11,Hard,22,10,12,45.5%,6,2,4,33.3%,2007,2018,QF,17,0.95,3.6%,6.4%,61.1%,62.6%,43.0%,55.0%,43.0%,55.5%,43.6%
Madrid,11,Clay,19,8,11,42.1%,2,1,1,50.0%,2009,2021,R16,16,0.97,2.8%,4.2%,67.4%,61.3%,43.9%,55.7%,43.1%,59.3%,52.5%
