Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Moscow R16,L vs Vikhlyantseva,56.1%,37.8%,3.0%,0/2,2.79,0.0%,46.8%,22.7%,0.0%,2.71,0.0%,78.9%,60.0%,10.5%,3.05,0.0%
2017 Beijing R16,L vs Svitolina,66.2%,35.6%,5.9%,1/3,2.47,8.2%,68.4%,26.9%,0.0%,2.37,14.3%,76.0%,47.4%,16.0%,2.62,0.0%
2017 Wuhan R16,L vs Sakkari,67.1%,54.5%,1.2%,1/0,2.50,1.6%,60.8%,54.8%,2.0%,2.40,2.5%,88.9%,54.2%,0.0%,2.68,0.0%
2017 Toronto R32,L vs Barty,54.6%,43.4%,1.0%,0/1,2.22,24.6%,53.7%,44.8%,0.0%,2.24,35.9%,80.0%,41.7%,3.3%,2.19,4.5%
2017 Roland Garros R32,L vs Suarez Navarro,79.3%,45.7%,8.6%,1/4,2.57,7.1%,78.6%,45.5%,7.1%,2.45,11.3%,81.3%,46.2%,12.5%,2.78,0.0%
2017 Stuttgart R32,W vs Kasatkina,75.6%,62.7%,3.8%,1/2,2.41,17.5%,80.4%,68.3%,0.0%,2.35,29.0%,75.0%,50.0%,12.5%,2.49,3.8%
2017 Charleston R32,L vs Stollar,66.4%,63.6%,11.2%,8/5,2.48,4.8%,58.0%,55.0%,5.8%,2.45,8.1%,80.4%,73.0%,19.6%,2.51,0.0%
2017 Indian Wells F,W vs Kuznetsova,72.8%,60.4%,4.0%,1/4,2.33,5.4%,73.2%,58.3%,1.2%,2.21,9.4%,88.6%,64.5%,11.4%,2.52,0.0%
2017 Indian Wells SF,W vs Mladenovic,73.4%,61.7%,4.7%,0/3,2.73,4.5%,76.9%,66.7%,2.6%,2.60,3.4%,77.3%,52.9%,9.1%,3.02,6.7%
2017 Indian Wells R16,W vs Kerber,81.0%,60.8%,4.8%,2/1,2.34,0.0%,81.3%,53.8%,4.2%,2.42,0.0%,92.3%,83.3%,7.7%,2.16,0.0%
2016 Zhuhai RR,W vs Bertens,69.6%,47.9%,0.0%,0/0,2.64,0.0%,65.3%,43.8%,0.0%,2.72,0.0%,84.2%,56.3%,0.0%,2.48,0.0%
2016 Zhuhai RR,L vs Svitolina,73.0%,46.3%,5.4%,1/3,2.42,7.7%,72.9%,48.6%,4.2%,2.29,12.9%,79.2%,42.1%,8.3%,2.60,0.0%
2016 Wimbledon SF,L vs Williams,38.7%,25.0%,12.9%,3/1,2.46,0.0%,29.2%,14.3%,8.3%,2.29,0.0%,71.4%,40.0%,28.6%,2.74,0.0%
2016 Strasbourg R16,W vs Bondarenko,70.0%,51.0%,5.7%,3/1,2.86,4.7%,63.9%,47.8%,8.3%,2.63,8.3%,92.9%,53.8%,3.6%,3.16,0.0%
2016 Charleston F,L vs Stephens,73.3%,47.3%,4.0%,2/1,2.17,14.3%,78.6%,38.6%,0.0%,2.05,19.6%,78.6%,81.8%,21.4%,2.52,0.0%
2016 Charleston QF,W vs Siegemund,85.0%,54.9%,3.3%,0/2,2.18,6.4%,81.6%,55.0%,2.0%,2.16,10.0%,100.0%,54.5%,9.1%,2.21,0.0%
2016 Charleston R32,W vs Bencic,73.8%,67.7%,9.5%,2/2,2.56,15.8%,79.2%,57.9%,8.3%,2.61,22.2%,80.0%,83.3%,13.3%,2.44,0.0%
2016 Miami R32,L vs Konta,60.0%,49.1%,2.1%,2/0,2.37,7.5%,49.0%,56.0%,3.9%,2.41,11.6%,82.1%,43.8%,0.0%,2.30,0.0%
2016 Doha R16,W vs Wozniacki,78.2%,58.2%,2.0%,0/2,2.50,3.8%,83.1%,53.7%,1.5%,2.62,2.2%,80.6%,68.0%,3.2%,2.32,6.1%
2016 Doha R32,W vs Halep,80.4%,53.8%,8.2%,4/4,2.31,2.1%,88.7%,51.1%,3.8%,2.19,3.1%,83.8%,58.1%,16.2%,2.58,0.0%
Career (29 matches),,70.3%,53.5%,5.3%,50.4%,2.47,10.3%,69.6%,50.8%,3.3%,2.40,13.8%,82.3%,58.3%,10.3%,2.60,3.8%
