Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 Wimbledon R64,L vs Gauff,101.5,102.5,3.9,103.5,100.2,109,94,98.9,2.1,93.0,99.0,102,93
2017 US Open R32,L vs Keys,100.2,102.2,4.4,104.4,100.2,109,90,92.9,5.9,97.0,,103,84
2017 US Open R64,W vs Flipkens,94.9,99.5,3.5,101.9,95.2,106,89,87.4,3.8,95.0,87.0,95,78
2017 Wimbledon R64,L vs Azarenka,97.4,99.6,3.2,101.7,97.4,107,90,93.0,3.8,93.7,92.0,99,82
2017 Roland Garros R32,L vs Suarez Navarro,94.6,99.3,3.4,,,105,89,85.3,5.9,,,94,69
2017 Roland Garros R128,W vs Haddad Maia,98.1,100.4,3.6,,,106,93,94.1,3.9,,,103,83
2017 Australian Open R32,L vs Brady,95.8,100.1,4.3,103.2,97.4,106,85,89.4,3.9,91.4,90.0,98,83
2017 Australian Open R64,W vs Minella,96.2,100.2,2.9,101.5,99.7,105,95,91.3,3.4,92.8,,98,81
2017 Australian Open R128,W vs Bogdan,98.8,101.6,3.6,103.6,98.8,108,93,93.5,4.2,95.8,96.5,99,83
2016 Wimbledon SF,L vs Williams,100.7,103.5,3.8,104.0,101.8,108,93,96.0,3.4,99.0,,101,88
2016 Wimbledon QF,W vs Cibulkova,101.8,103.7,3.2,104.3,102.3,109,98,96.3,2.4,97.0,,100,92
2016 Wimbledon R16,W vs Makarova,98.3,100.2,3.4,101.4,98.5,108,91,93.8,3.3,96.2,91.0,100,87
2016 Wimbledon R32,W vs Boserup,100.4,102.8,3.1,103.7,101.0,109,93,96.9,2.2,97.1,95.8,103,92
2016 Roland Garros R64,L vs Rogers,96.7,98.3,4.2,,,105,83,88.8,6.2,,,95,75
2015 US Open R64,L vs Petkovic,97.2,101.6,3.9,,,108,90,88.5,5.3,,,98,78
2015 US Open R128,W vs Robson,99.1,102.5,3.6,,,109,92,91.5,3.6,,,98,84
2015 Roland Garros R32,L vs Makarova,95.9,100.0,4.0,,,105,85,87.7,4.5,,,95,80
2014 US Open R32,L vs Azarenka,95.9,99.2,2.7,,,105,94,92.0,3.6,,,98,83
2014 US Open R64,W vs Erakovic,96.0,99.9,4.2,,,106,89,90.5,4.5,,,97,78
2014 Australian Open R128,L vs Riske Amritraj,93.7,,,,,103,,,,,,,65
Career (30 matches),,97.6,100.7,3.7,103.0,99.2,110,71,91.7,4.1,95.1,93.8,103,64
