Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,11,4,7,36.4%,4,1,3,25.0%,1999,2006,R64,1,0.90,5.0%,3.6%,71.4%,59.0%,37.5%,52.9%,42.2%,64.7%,36.4%
Roland Garros,8,Clay,10,2,8,20.0%,2,0,2,0.0%,1999,2006,R128,2,0.82,1.2%,4.7%,63.3%,57.0%,41.9%,51.5%,39.6%,54.2%,33.3%
Wimbledon,10,Grass,22,12,10,54.5%,2,1,1,50.0%,1998,2008,R32,3,0.89,4.3%,6.2%,66.7%,58.6%,45.7%,54.3%,40.7%,50.0%,37.5%
US Open,12,Hard,17,5,12,29.4%,5,2,3,40.0%,1994,2005,R64,2,0.98,3.3%,6.6%,57.5%,70.2%,36.4%,55.8%,43.3%,40.0%,33.3%
Fed Cup,2,,2,0,2,0.0%,0,0,0,-,2005,2006,,1,0.71,1.5%,8.8%,58.8%,45.0%,28.6%,38.2%,44.0%,42.9%,66.7%
Stanford,8,Hard,16,7,9,43.8%,2,1,1,50.0%,1999,2010,QF,3,1.05,4.5%,5.0%,61.7%,66.4%,42.4%,57.2%,45.1%,54.5%,45.8%
Charleston,8,Clay,11,3,8,27.3%,5,3,2,60.0%,2002,2011,R64,4,0.97,4.0%,3.3%,64.4%,59.4%,52.1%,56.8%,42.1%,51.6%,44.4%
Quebec City,7,Hard,22,14,8,63.6%,6,3,3,50.0%,1997,2008,QF,0,,,,,,,,,,
Miami,7,Hard,16,8,8,50.0%,1,0,1,0.0%,2000,2008,R64,2,0.97,8.0%,6.0%,60.0%,63.3%,45.0%,56.0%,42.7%,30.0%,54.5%
Key Biscayne,6,Hard,6,0,6,0.0%,0,0,0,-,1993,1999,R128,0,,,,,,,,,,
Amelia Island,6,Clay,6,0,6,0.0%,1,0,1,0.0%,1998,2006,R64,1,0.90,3.2%,9.7%,68.8%,53.1%,24.1%,44.1%,50.5%,43.8%,50.0%
