Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,81,28,53,34.6%,69-111,38.3%,743-910,44.9%,10-7,58.8%,10,-,-,4.2%,6.3%,64.0%,62.1%,42.6%,55.1%,39.9%,47.4%,0.89
Clay,17,4,13,23.5%,12-28,30.0%,169-221,43.3%,1-1,50.0%,5,-,-,1.8%,5.5%,65.1%,54.6%,38.4%,49.0%,42.7%,46.0%,0.84
Grass,16,8,8,50.0%,17-19,47.2%,159-170,48.3%,1-0,100.0%,8,-,-,4.5%,5.2%,67.3%,62.7%,46.0%,57.2%,42.4%,50.0%,0.99
Carpet,6,2,4,33.3%,5-8,38.5%,54-72,42.9%,3-1,75.0%,0,,,,,,,,,,,
Grand Slams,21,6,15,28.6%,17-32,34.7%,213-259,45.1%,2-4,33.3%,8,-,-,3.4%,5.4%,64.4%,61.0%,40.6%,53.7%,41.5%,47.6%,0.90
Premiers,44,15,29,34.1%,38-65,36.9%,411-535,43.4%,6-1,85.7%,7,-,-,3.4%,6.1%,65.5%,57.4%,46.0%,53.5%,41.3%,47.4%,0.89
Internationals,39,15,24,38.5%,35-53,39.8%,376-441,46.0%,5-2,71.4%,7,-,-,4.8%,5.4%,67.6%,64.5%,44.8%,58.1%,41.0%,49.7%,0.98
Finals,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,
Semi-finals,1,1,0,100.0%,2-1,66.7%,16-13,55.2%,0-0,-,0,,,,,,,,,,,
Quarter-finals,8,1,7,12.5%,3-14,17.6%,54-91,37.2%,0-0,-,1,-,-,0.0%,2.9%,68.1%,61.7%,40.9%,55.1%,22.0%,41.2%,0.49
vs Righties,111,39,72,35.1%,94-154,37.9%,1036-1275,44.8%,15-9,62.5%,23,-,-,3.7%,5.8%,65.4%,60.4%,42.5%,54.2%,41.4%,47.9%,0.90
vs Lefties,9,3,6,33.3%,9-12,42.9%,89-98,47.6%,0-0,-,0,,,,,,,,,,,
vs Top 10,11,1,10,9.1%,4-21,16.0%,79-143,35.6%,0-1,0.0%,4,-,-,1.3%,6.6%,61.3%,51.9%,35.6%,45.6%,41.3%,43.6%,0.76
