Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Davis Cup Finals QF,L vs Van De Zandschulp,18.9%,85.7%,22.5%,75.0%,10.6%,18.2%,0.0%,7.1%,0.0%,0.0%,-,-17,-60
2024 Olympics R32,L vs Djokovic,1.8%,100.0%,6.6%,71.4%,10.1%,19.2%,5.3%,9.3%,21.1%,0.9%,0.0%,-68,-56
2024 Olympics R64,W vs Fucsovics,3.3%,100.0%,8.6%,80.0%,14.3%,18.4%,5.7%,15.6%,29.4%,2.3%,50.0%,-40,-49
2024 Bastad F,L vs Borges,0.0%,-,8.3%,77.8%,12.2%,26.7%,8.3%,7.8%,11.1%,0.0%,-,-24,-33
2024 Bastad QF,W vs Navone,5.8%,85.7%,9.5%,88.0%,9.5%,11.5%,3.3%,3.0%,6.4%,1.2%,33.3%,-65,-66
2024 Bastad R32,W vs Borg,2.1%,0.0%,9.2%,80.0%,20.3%,29.2%,20.0%,12.1%,7.7%,2.9%,60.0%,-15,3
2024 Roland Garros R128,L vs Zverev,6.4%,85.7%,13.2%,77.8%,11.6%,16.3%,7.0%,5.9%,7.7%,2.0%,22.2%,-63,-77
2024 Rome R64,L vs Hurkacz,1.9%,100.0%,11.9%,76.9%,10.7%,4.8%,18.2%,11.3%,28.6%,3.2%,14.3%,-43,-34
2024 Madrid R64,W vs De Minaur,1.6%,0.0%,3.1%,50.0%,6.8%,10.0%,0.0%,10.8%,14.8%,1.2%,25.0%,-87,-99
2024 Barcelona R64,W vs Cobolli,0.0%,-,5.8%,83.3%,13.6%,13.8%,14.3%,5.3%,7.7%,1.6%,100.0%,-39,-32
2024 Brisbane QF,L vs Thompson,0.0%,-,7.8%,70.6%,14.5%,19.0%,0.0%,11.9%,0.0%,0.2%,0.0%,-54,-48
2024 Brisbane R16,W vs Kubler,7.1%,66.7%,9.8%,77.8%,17.0%,18.5%,15.4%,14.3%,14.3%,0.5%,100.0%,6,22
2024 Brisbane R32,W vs Thiem,2.3%,0.0%,8.0%,75.0%,20.3%,31.6%,8.3%,20.6%,0.0%,0.0%,-,-32,6
2023 Australian Open R64,L vs Mcdonald,9.4%,44.4%,13.7%,63.0%,11.3%,19.6%,11.4%,13.0%,16.7%,1.4%,40.0%,-24,-34
2023 Australian Open R128,W vs Draper,4.4%,100.0%,10.3%,83.3%,17.5%,29.3%,25.0%,7.9%,13.3%,0.6%,33.3%,-8,-10
2022 Tour Finals RR,W vs Ruud,27.3%,75.0%,14.2%,77.8%,12.5%,18.2%,0.0%,9.8%,0.0%,1.7%,100.0%,-32,44
2022 Tour Finals RR,L vs Auger Aliassime,15.0%,66.7%,10.1%,69.2%,10.4%,25.0%,0.0%,11.1%,0.0%,1.2%,50.0%,-22,-14
2022 Tour Finals RR,L vs Fritz,6.5%,50.0%,6.3%,75.0%,16.9%,12.0%,16.7%,5.0%,0.0%,0.0%,-,7,53
2022 Paris R32,L vs Paul,12.9%,33.3%,15.0%,53.6%,16.7%,33.3%,8.3%,9.1%,0.0%,0.7%,0.0%,30,49
2022 US Open R16,L vs Tiafoe,3.8%,50.0%,5.7%,76.9%,18.7%,35.3%,10.0%,14.3%,16.7%,0.3%,0.0%,-39,9
Career (523 matches),,1.5%,76.9%,8.8%,73.8%,13.0%,18.8%,8.8%,7.6%,11.6%,0.8%,40.3%,-67,-56
