Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Davis Cup Finals QF,L vs Van De Zandschulp,13.2%,34.2%,53.1%,26.8%,15.0%,55.0%,64.7%,41.0%,36.4%,77.8%,-,11.8%,11.8%,40.0%,4
2024 Olympics R32,L vs Djokovic,13.8%,22.4%,41.7%,20.5%,16.7%,23.8%,45.7%,26.0%,15.8%,56.5%,62.5%,7.1%,21.4%,30.8%,-49
2024 Olympics R64,W vs Fucsovics,15.2%,31.5%,62.7%,26.2%,19.1%,38.2%,61.8%,34.0%,16.1%,62.2%,85.7%,4.8%,14.3%,65.0%,-72
2024 Bastad F,L vs Borges,12.5%,21.4%,39.1%,17.3%,15.8%,23.7%,43.8%,22.9%,35.3%,57.1%,100.0%,6.7%,20.0%,28.6%,-57
2024 Bastad QF,W vs Navone,13.2%,21.5%,48.5%,18.0%,16.5%,26.6%,53.0%,23.8%,24.3%,54.8%,57.1%,7.9%,13.2%,40.0%,-39
2024 Bastad R32,W vs Borg,30.2%,45.3%,67.6%,47.0%,35.9%,53.8%,72.0%,58.7%,20.0%,75.0%,-,14.3%,21.4%,58.3%,-79
2024 Roland Garros R128,L vs Zverev,11.7%,20.7%,50.5%,20.0%,12.8%,25.6%,51.5%,24.6%,15.2%,60.0%,58.3%,10.0%,10.0%,48.1%,-18
2024 Rome R64,L vs Hurkacz,15.1%,20.8%,45.5%,19.2%,18.4%,23.7%,41.9%,24.2%,26.3%,57.9%,75.0%,7.1%,14.3%,53.8%,-45
2024 Madrid R64,W vs De Minaur,8.1%,17.7%,65.5%,13.1%,6.7%,17.8%,69.0%,13.6%,10.0%,40.0%,50.0%,13.3%,20.0%,53.8%,11
2024 Barcelona R64,W vs Cobolli,18.4%,30.6%,67.6%,22.7%,25.0%,34.4%,70.8%,31.6%,0.0%,73.7%,100.0%,7.1%,28.6%,61.5%,-53
2024 Brisbane QF,L vs Thompson,21.3%,39.8%,57.8%,30.9%,25.3%,45.6%,64.4%,38.5%,25.7%,40.9%,33.3%,11.1%,25.9%,41.7%,-4
2024 Brisbane R16,W vs Kubler,28.3%,47.8%,70.0%,35.9%,33.3%,56.7%,70.0%,45.0%,25.0%,72.2%,100.0%,23.1%,38.5%,70.0%,88
2024 Brisbane R32,W vs Thiem,32.6%,52.2%,83.3%,41.7%,38.7%,58.1%,84.2%,52.3%,33.3%,68.4%,-,21.4%,42.9%,81.8%,22
2023 Australian Open R64,L vs Mcdonald,23.5%,29.4%,44.7%,28.3%,27.7%,35.4%,46.8%,35.2%,25.0%,54.1%,71.4%,17.1%,20.0%,41.4%,3
2023 Australian Open R128,W vs Draper,22.7%,34.5%,57.3%,30.3%,29.5%,43.6%,61.8%,41.2%,33.3%,55.6%,85.7%,10.5%,18.4%,50.0%,-11
2022 Tour Finals RR,W vs Ruud,49.2%,63.9%,66.7%,56.9%,63.4%,80.5%,80.0%,74.9%,55.0%,42.9%,50.0%,21.1%,31.6%,53.3%,-3
2022 Tour Finals RR,L vs Auger Aliassime,26.2%,37.7%,53.7%,32.0%,30.6%,50.0%,60.0%,40.3%,44.4%,61.1%,100.0%,23.8%,23.8%,43.8%,102
2022 Tour Finals RR,L vs Fritz,37.7%,50.7%,48.7%,45.9%,42.9%,61.2%,57.1%,54.5%,61.9%,50.0%,40.0%,31.3%,31.3%,27.3%,157
2022 Paris R32,L vs Paul,22.2%,34.3%,47.3%,29.6%,26.9%,43.3%,55.1%,37.8%,44.4%,60.0%,100.0%,13.8%,17.2%,32.0%,19
2022 US Open R16,L vs Tiafoe,31.6%,43.0%,53.6%,35.7%,40.0%,51.7%,52.8%,47.8%,32.0%,57.1%,100.0%,26.7%,40.0%,54.5%,126
Career (523 matches),,22.9%,33.2%,56.9%,29.8%,26.9%,39.1%,59.2%,36.9%,28.6%,53.6%,59.7%,15.5%,22.0%,52.3%,31
