Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,680,525,155,77.2%,1241-470,72.5%,9468-6995,57.5%,156-111,58.4%,660,85.8%,28.8%,4.9%,2.5%,66.7%,72.8%,57.1%,67.6%,40.4%,53.5%,1.24
Clay,539,487,52,90.4%,1111-200,84.7%,7552-4306,63.7%,69-36,65.7%,516,84.2%,42.6%,2.9%,2.0%,69.6%,70.3%,56.7%,66.2%,46.6%,56.1%,1.38
Grass,97,76,21,78.4%,226-87,72.2%,1780-1356,56.8%,37-21,63.8%,96,89.4%,23.6%,6.7%,2.1%,68.7%,75.3%,58.8%,70.1%,37.4%,53.3%,1.25
Carpet,8,2,6,25.0%,6-14,30.0%,94-114,45.2%,2-4,33.3%,6,73.5%,13.2%,1.3%,4.4%,71.2%,64.8%,49.2%,60.3%,30.5%,46.2%,0.77
Grand Slams,361,315,46,87.3%,965-237,80.3%,6888-4420,60.9%,93-56,62.4%,358,87.3%,34.0%,4.8%,2.3%,68.1%,73.4%,58.1%,68.5%,42.7%,55.1%,1.36
Masters,510,416,94,81.6%,852-273,75.7%,6289-4338,59.2%,89-57,61.0%,499,84.6%,33.6%,3.8%,2.3%,68.3%,71.3%,56.6%,66.6%,42.5%,54.3%,1.28
Other Tours,383,309,74,80.7%,640-205,75.7%,4712-3256,59.1%,65-43,60.2%,375,84.7%,33.5%,4.2%,2.3%,67.9%,71.2%,56.7%,66.6%,42.5%,54.2%,1.27
Best of 5,394,346,48,87.8%,1060-256,80.5%,7546-4824,61.0%,106-63,62.7%,370,87.1%,33.8%,4.7%,2.3%,68.2%,73.2%,57.9%,68.3%,42.6%,55.0%,1.35
Best of 3,930,744,186,80.0%,1524-515,74.7%,11348-7947,58.8%,158-109,59.2%,908,84.6%,33.0%,4.1%,2.3%,67.9%,71.3%,56.6%,66.6%,42.2%,54.1%,1.26
Finals,132,92,40,69.7%,237-130,64.6%,1913-1583,54.7%,26-22,54.2%,132,79.7%,29.6%,3.1%,2.2%,69.7%,68.0%,53.0%,63.4%,40.3%,51.8%,1.10
Semi-finals,179,132,47,73.7%,300-131,69.6%,2371-1829,56.5%,40-23,63.5%,173,83.3%,29.5%,3.7%,2.0%,69.0%,69.8%,55.8%,65.5%,40.7%,52.9%,1.18
Quarter-finals,227,172,55,75.8%,390-166,70.1%,3057-2289,57.2%,45-37,54.9%,222,83.9%,30.4%,4.1%,2.1%,68.5%,71.1%,55.5%,66.2%,41.3%,53.5%,1.22
vs Righties,1187,972,215,81.9%,2296-720,76.1%,16915-11574,59.4%,234-160,59.4%,1144,85.3%,33.0%,4.2%,2.3%,68.0%,71.9%,56.9%,67.1%,42.2%,54.3%,1.28
vs Lefties,136,117,19,86.0%,285-50,85.1%,1957-1183,62.3%,30-12,71.4%,133,87.6%,35.9%,5.2%,2.5%,68.5%,73.6%,58.2%,68.8%,43.7%,55.6%,1.40
vs Top 10,293,187,106,63.8%,472-312,60.2%,4052-3531,53.4%,58-58,50.0%,285,79.7%,26.8%,3.4%,2.0%,69.2%,67.7%,54.0%,63.5%,39.4%,51.4%,1.08
