Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Paris Olympics R32,L vs Djokovic,1.15,0.69,42.6,2.0,3.3%,40.0%,0.0%,57.1%,28.0%,34.8%
2024 Paris Olympics R64,W vs Fucsovics,0.98,1.27,66.4,4.2,2.1%,66.0%,0.0%,66.7%,43.2%,43.6%
2024 Bastad F,L vs Borges,1.05,0.68,45.8,2.2,0.0%,31.0%,0.0%,59.3%,35.7%,36.0%
2024 Bastad QF,W vs Navone,0.95,1.04,72.9,6.7,0.0%,49.2%,1.7%,58.6%,44.4%,56.5%
2024 Bastad R32,W vs Borg,1.40,2.20,34.2,2.0,14.3%,71.4%,4.0%,84.0%,41.4%,29.6%
2024 Roland Garros R128,L vs Zverev,0.97,0.72,37.2,2.0,0.0%,54.4%,3.7%,55.6%,31.3%,35.6%
2024 Rome R64,L vs Hurkacz,0.97,0.55,41.8,2.2,0.0%,66.7%,3.8%,38.5%,34.5%,18.5%
2024 Madrid R64,W vs De Minaur,1.27,1.45,51.0,3.2,0.0%,63.6%,0.0%,69.0%,31.4%,46.9%
2024 Barcelona R64,W vs Cobolli,1.20,1.85,37.9,2.2,0.0%,81.5%,0.0%,54.5%,55.2%,38.5%
2024 Brisbane QF,L vs Thompson,0.86,0.87,65.1,17.2,10.7%,71.4%,1.9%,59.6%,40.4%,28.8%
2024 Brisbane R16,W vs Kubler,1.44,2.87,26.2,2.0,8.0%,80.0%,9.5%,66.7%,41.7%,63.6%
2024 Brisbane R32,W vs Thiem,1.05,3.12,43.7,2.2,4.2%,79.2%,9.1%,95.5%,34.5%,44.0%
2023 Australian Open R64,L vs Mcdonald,0.85,0.66,29.8,2.0,3.8%,52.8%,8.2%,61.2%,37.3%,29.5%
2023 Australian Open R128,W vs Draper,1.11,1.28,38.3,2.2,3.3%,60.7%,6.9%,70.7%,41.0%,38.9%
2022 Tour Finals RR,L vs Fritz,0.83,0.49,46.6,2.4,5.7%,60.0%,14.7%,70.6%,33.3%,7.1%
2022 Tour Finals RR,L vs Auger Aliassime,0.82,0.67,45.8,2.5,0.0%,65.6%,3.4%,58.6%,28.6%,33.3%
2022 Tour Finals RR,W vs Ruud,1.04,2.01,46.9,2.4,34.4%,75.0%,20.7%,89.7%,25.7%,45.2%
2022 Paris R32,L vs Paul,0.95,0.79,56.3,8.3,3.9%,56.9%,8.3%,58.3%,29.8%,41.5%
2022 US Open R16,L vs Tiafoe,0.88,0.78,41.2,2.3,11.5%,65.6%,3.8%,62.3%,26.2%,38.2%
2022 US Open R32,W vs Gasquet,1.13,1.70,26.0,2.3,0.0%,56.8%,4.9%,75.6%,40.0%,63.4%
2024 (12 matches),,1.06,1.11,51.0,2.6,3.4%,61.4%,2.4%,62.3%,39.0%,40.5%
2023 (2 matches),,0.99,0.95,34.4,2.1,3.5%,57.0%,7.5%,66.4%,39.3%,34.7%
2022 (29 matches),,1.07,1.25,47.0,2.7,6.2%,64.5%,5.9%,66.4%,40.4%,40.9%
2021 (17 matches),,1.06,1.35,42.9,2.5,6.0%,64.8%,5.0%,68.8%,42.3%,42.3%
2020 (20 matches),,1.08,1.40,40.5,2.4,5.6%,66.4%,4.5%,68.7%,39.8%,44.6%
Career (776 matches),,1.06,1.35,45.5,2.5,3.3%,65.8%,4.0%,68.1%,41.5%,42.7%
