Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,36,29,7,80.6%,60-22,73.2%,459-358,56.2%,9-3,75.0%,0,,,,,,,,,,,,W (2x)
2002,6,4,2,66.7%,8-5,61.5%,64-57,52.9%,1-0,100.0%,0,,,,,,,,,,,,SF (Barcelona)
2001,2,1,1,50.0%,3-2,60.0%,22-23,48.9%,0-0,-,0,,,,,,,,,,,,R16 (Seville)
Career,44,34,10,77.3%,71-29,71.0%,545-438,55.4%,10-3,76.9%,0,,,,,,,,,,,,
