Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Davis Cup Finals QF,L vs Van De Zandschulp,48.5%,25.0%,6.1%,2/0,2.19,3.3%,54.2%,23.1%,4.2%,2.08,6.7%,100.0%,33.3%,33.3%,2.27,0.0%
2024 Olympics R32,L vs Djokovic,70.8%,41.2%,4.2%,1/1,2.20,4.3%,69.0%,30.0%,0.0%,2.19,5.9%,77.8%,57.1%,11.1%,2.23,0.0%
2024 Olympics R64,W vs Fucsovics,73.5%,57.4%,1.2%,1/0,2.18,1.4%,64.2%,58.8%,1.9%,2.31,1.9%,93.1%,55.6%,0.0%,1.83,0.0%
2024 Bastad F,L vs Borges,79.2%,42.9%,3.8%,0/2,2.27,15.2%,76.5%,42.3%,5.9%,2.36,21.9%,88.9%,43.8%,0.0%,2.07,0.0%
2024 Bastad QF,W vs Navone,89.4%,54.0%,0.7%,0/1,2.23,1.0%,93.3%,52.4%,1.1%,2.25,1.5%,87.5%,57.1%,0.0%,2.19,0.0%
2024 Bastad R32,W vs Borg,76.8%,41.9%,3.6%,1/1,2.25,5.6%,73.5%,36.0%,5.9%,2.40,8.3%,90.0%,50.0%,0.0%,1.96,0.0%
2024 Roland Garros R128,L vs Zverev,73.1%,41.2%,2.2%,0/2,2.38,2.1%,69.4%,40.0%,1.4%,2.34,2.9%,100.0%,44.4%,5.6%,2.46,0.0%
2024 Rome R64,L vs Hurkacz,58.9%,42.4%,3.6%,0/2,2.40,4.5%,46.7%,35.7%,3.3%,2.33,6.5%,76.0%,47.4%,4.0%,2.54,0.0%
2024 Madrid R64,W vs De Minaur,76.1%,45.1%,0.0%,0/0,2.37,0.0%,72.7%,46.9%,0.0%,2.43,0.0%,95.0%,42.1%,0.0%,2.19,0.0%
2024 Barcelona R64,W vs Cobolli,70.9%,59.0%,1.8%,0/1,2.27,0.0%,59.3%,50.0%,3.7%,2.08,0.0%,92.0%,65.2%,0.0%,2.62,0.0%
2024 Brisbane QF,L vs Thompson,73.4%,43.8%,8.3%,4/5,2.40,4.9%,65.7%,36.4%,6.0%,2.47,3.4%,92.3%,52.8%,12.8%,2.23,8.7%
2024 Brisbane R16,W vs Kubler,78.3%,58.3%,2.2%,1/0,2.26,10.0%,82.9%,51.7%,2.9%,2.24,15.0%,87.5%,85.7%,0.0%,2.30,0.0%
2024 Brisbane R32,W vs Thiem,66.7%,50.0%,0.0%,0/0,2.00,13.3%,70.6%,45.8%,0.0%,1.92,21.1%,70.6%,58.3%,0.0%,2.14,0.0%
2023 Australian Open R64,L vs Mcdonald,68.4%,46.2%,6.3%,2/4,2.37,3.9%,65.6%,50.0%,4.7%,2.21,6.4%,79.3%,39.1%,10.3%,2.61,0.0%
2023 Australian Open R128,W vs Draper,69.6%,53.8%,2.6%,2/1,2.35,3.4%,62.3%,58.1%,4.3%,2.34,3.6%,86.0%,48.6%,0.0%,2.36,2.9%
2022 Tour Finals RR,W vs Ruud,68.2%,51.1%,4.5%,1/2,2.22,13.3%,63.8%,46.7%,0.0%,1.72,20.0%,78.9%,60.0%,15.8%,2.54,6.7%
2022 Tour Finals RR,L vs Auger Aliassime,51.5%,54.3%,4.4%,2/1,2.44,9.8%,39.6%,47.4%,4.2%,2.21,16.0%,88.9%,62.5%,5.6%,2.69,0.0%
2022 Tour Finals RR,L vs Fritz,55.2%,34.4%,3.4%,2/0,2.19,2.6%,47.5%,42.1%,2.5%,2.28,3.6%,76.5%,23.1%,5.9%,2.00,0.0%
2022 Paris R32,L vs Paul,65.9%,50.0%,5.7%,2/3,2.47,21.6%,64.0%,34.4%,6.0%,2.21,30.6%,72.2%,69.2%,5.6%,2.88,4.0%
2022 US Open R16,L vs Tiafoe,62.9%,45.2%,6.0%,4/3,2.35,13.0%,50.0%,50.0%,8.9%,2.56,16.7%,80.4%,42.2%,3.6%,2.14,9.1%
Career (523 matches),,73.6%,50.8%,3.2%,44.9%,2.24,10.5%,70.2%,46.8%,2.8%,2.25,14.2%,87.3%,56.6%,4.5%,2.24,2.8%
