Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),71,761,130,1659,146,1594,104,1630,79,1605,,,,
2025,57,924,78,1741,85,1685,87,1671,60,1646,,,,
2024,197,292,209,1548,223,1482,176,1536,193,1456,,,,
2023,276,213,368,1343,337,1335,360,1292,,,,,,
2022,332,150,,,,,,,,,,,,
2021,550,59,,,,,,,,,,,,
2020,655,34,,,,,,,,,2241,2,,
2019,821,17,,,,,,,,,,,,
