Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,28,10,18,35.7%,29-42,40.8%,356-381,48.3%,8-12,40.0%,28,80.5%,16.2%,8.3%,2.5%,64.1%,71.0%,51.5%,64.0%,33.3%,49.2%,0.93
Clay,1,0,1,0.0%,2-3,40.0%,27-29,48.2%,1-1,50.0%,1,74.1%,22.2%,9.0%,3.9%,57.4%,73.0%,51.5%,63.9%,39.0%,49.9%,1.08
Grass,2,1,1,50.0%,3-3,50.0%,33-29,53.2%,0-1,0.0%,2,93.5%,13.3%,10.2%,2.6%,64.8%,70.9%,59.4%,66.8%,31.2%,49.4%,0.94
Grand Slams,6,2,4,33.3%,10-12,45.5%,117-116,50.2%,2-5,28.6%,6,81.6%,18.9%,9.4%,3.7%,61.3%,70.7%,51.5%,63.3%,34.3%,49.2%,0.94
Masters,8,2,6,25.0%,6-14,30.0%,95-113,45.7%,1-3,25.0%,8,75.5%,16.7%,6.4%,2.4%,65.2%,69.1%,51.1%,62.8%,33.3%,48.6%,0.89
Other Tours,17,7,10,41.2%,18-22,45.0%,204-210,49.3%,6-6,50.0%,17,83.6%,14.9%,9.0%,2.0%,64.4%,72.4%,52.8%,65.4%,33.4%,49.6%,0.96
Best of 5,6,2,4,33.3%,10-12,45.5%,117-116,50.2%,2-5,28.6%,6,81.6%,18.9%,9.4%,3.7%,61.3%,70.7%,51.5%,63.3%,34.3%,49.2%,0.94
Best of 3,25,9,16,36.0%,24-36,40.0%,299-323,48.1%,7-9,43.8%,25,80.9%,15.5%,8.1%,2.1%,64.7%,71.2%,52.2%,64.5%,33.4%,49.3%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,12-14,46.2%,0-2,0.0%,1,100.0%,0.0%,11.0%,1.4%,61.6%,77.8%,67.9%,74.0%,27.1%,48.7%,1.04
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,100.0%,37.5%,3.8%,1.9%,65.4%,70.6%,72.2%,71.2%,44.2%,57.7%,1.53
Quarter-finals,1,1,0,100.0%,2-1,66.7%,17-14,54.8%,1-0,100.0%,1,80.0%,26.7%,10.3%,0.9%,65.4%,71.4%,48.6%,63.6%,41.7%,53.2%,1.14
vs Righties,24,9,15,37.5%,27-35,43.5%,315-329,48.9%,7-9,43.8%,24,81.6%,16.0%,9.0%,2.2%,64.4%,71.4%,52.5%,64.6%,33.6%,49.5%,0.95
vs Lefties,6,2,4,33.3%,7-11,38.9%,92-97,48.7%,2-4,33.3%,6,82.6%,15.4%,7.2%,2.9%,62.1%,70.5%,52.5%,63.7%,32.4%,48.9%,0.89
vs Top 10,3,0,3,0.0%,1-7,12.5%,32-49,39.5%,0-1,0.0%,3,70.0%,10.0%,8.7%,2.9%,60.7%,65.9%,46.3%,58.2%,29.6%,44.9%,0.71
