Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,43,25,18,58.1%,19,8,11,42.1%,2003,2025,R16,43,1.14,7.3%,3.2%,62.9%,72.7%,53.0%,65.4%,39.4%,53.8%,40.0%
Roland Garros,22,Clay,53,31,22,58.5%,19,10,9,52.6%,2002,2025,QF,53,1.07,5.2%,3.3%,59.2%,70.9%,51.1%,62.8%,39.6%,58.8%,41.4%
Wimbledon,18,Grass,54,36,18,66.7%,31,13,18,41.9%,2004,2024,SF,51,1.13,7.8%,2.9%,63.4%,75.1%,54.0%,67.4%,36.8%,65.5%,41.7%
US Open,22,Hard,54,32,22,59.3%,25,18,7,72.0%,2002,2024,SF,50,1.06,7.3%,3.9%,61.6%,72.3%,51.9%,64.4%,37.7%,61.8%,39.7%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2012,2012,R32,2,1.02,11.6%,1.7%,68.6%,78.3%,44.7%,67.8%,32.7%,77.8%,60.0%
Davis Cup,12,,27,16,11,59.3%,13,10,3,76.9%,2005,2022,,7,1.18,8.3%,3.8%,61.1%,74.3%,56.3%,67.3%,38.5%,48.3%,43.6%
Monte Carlo Masters,12,Clay,31,19,12,61.3%,9,5,4,55.6%,2002,2025,SF,31,1.06,3.4%,4.7%,53.6%,67.0%,51.3%,59.7%,42.9%,52.7%,45.3%
Bucharest,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2004,2025,SF,8,1.10,5.7%,3.1%,60.8%,69.9%,48.9%,61.6%,42.0%,54.7%,46.3%
Marseille,14,Hard,28,14,14,50.0%,12,5,7,41.7%,2003,2025,SF,28,1.05,7.8%,3.1%,59.8%,73.7%,51.8%,64.9%,36.7%,61.9%,34.7%
Montpellier,13,Hard,39,29,10,74.4%,12,5,7,41.7%,2010,2025,W,39,1.20,7.3%,2.9%,60.9%,75.2%,55.7%,67.6%,39.0%,63.7%,41.2%
Brisbane,3,Hard,9,6,3,66.7%,2,0,2,0.0%,2009,2024,SF,9,1.09,7.7%,4.1%,55.9%,73.4%,50.9%,63.5%,39.7%,71.0%,42.0%
Metz,12,Hard,28,16,12,57.1%,18,10,8,55.6%,2003,2024,F,27,1.09,9.6%,3.6%,60.2%,77.5%,51.4%,67.1%,36.0%,65.7%,37.1%
