Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Marozsan,104.5,109.4,7.3,114.1,107.0,125,92,95.0,5.8,103.3,93.5,106,80
2022 US Open R32,L vs Nadal,101.5,107.4,8.1,113.4,102.9,122,95,91.9,5.5,93.4,,107,77
2022 US Open R64,W vs Kecmanovic,101.1,107.0,7.6,109.1,104.8,122,79,92.0,5.9,95.8,87.0,103,78
2022 US Open R128,W vs Daniel,98.0,105.2,11.3,112.8,101.1,131,71,87.2,8.3,91.7,80.6,105,66
2022 Wimbledon R32,L vs Van De Zandschulp,104.6,110.4,7.2,114.8,109.4,125,91,94.8,5.3,97.6,94.4,105,83
2021 US Open R128,L vs Medvedev,99.0,106.3,7.7,108.1,105.0,120,90,88.5,5.9,93.8,87.9,102,76
2021 Wimbledon R64,L vs Federer,103.8,109.8,5.2,111.3,106.7,125,101,95.0,5.4,98.9,91.8,106,84
2019 Wimbledon R128,L vs Pouille,108.2,114.2,5.0,117.2,110.9,126,102,99.1,4.3,101.9,94.1,108,90
2019 Roland Garros R64,L vs Londero,104.9,112.7,4.9,,,123,105,94.6,4.7,,,105,85
2019 Roland Garros R128,W vs Zverev,102.0,109.2,6.2,,,120,91,90.4,4.6,,,98,81
2018 US Open R32,L vs Djokovic,108.9,114.6,6.6,118.5,110.9,126,101,94.9,5.5,98.0,90.5,107,83
2018 US Open R64,W vs Djere,104.4,110.3,8.1,116.2,106.9,128,77,90.9,5.7,95.7,87.0,103,81
2018 US Open R128,W vs Sugita,105.5,112.5,6.5,116.1,108.4,128,97,92.0,7.1,97.2,84.6,109,80
2018 Wimbledon R128,L vs Monfils,104.9,113.5,7.4,117.3,109.6,129,100,93.9,5.2,98.7,89.6,112,84
2017 US Open R128,L vs Mayer,98.2,106.0,7.7,111.0,102.2,120,83,88.5,5.4,91.7,80.6,96,72
2017 Wimbledon R128,L vs Ferrer,102.9,110.4,5.4,113.0,108.5,121,97,92.2,5.5,96.5,93.4,102,81
2017 Roland Garros R32,L vs Monfils,100.7,106.6,6.8,111.2,101.4,121,95,89.4,5.1,94.9,86.3,98,82
2017 Roland Garros R64,W vs Estrella,101.6,107.0,6.6,115.6,105.6,121,95,93.9,3.9,97.2,92.1,98,85
2017 Roland Garros R128,W vs De Greef,101.0,108.5,8.3,113.4,107.5,121,90,93.1,3.7,95.0,90.5,99,85
2017 Australian Open R32,L vs Dimitrov,100.8,108.0,7.6,114.1,104.4,121,92,88.5,5.1,95.5,85.7,99,79
Career (102 matches),,103.4,109.8,7.5,113.5,106.4,133,64,91.8,5.7,95.8,88.2,112,62
