Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,2,5,28.6%,6-11,35.3%,87-94,48.1%,2-3,40.0%,7,86.4%,10.2%,8.0%,4.1%,55.8%,79.3%,52.3%,67.4%,31.5%,49.1%,0.97
Clay,9,4,5,44.4%,12-15,44.4%,127-136,48.3%,2-2,50.0%,9,72.7%,24.4%,3.0%,3.8%,56.7%,66.9%,51.0%,60.0%,39.2%,49.4%,0.98
Grass,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,12.5%,8.9%,51.8%,72.4%,44.4%,58.9%,29.1%,44.1%,0.71
Grand Slams,4,2,2,50.0%,6-7,46.2%,57-63,47.5%,2-0,100.0%,4,74.1%,20.0%,3.6%,4.1%,55.0%,68.5%,48.0%,59.3%,37.3%,48.3%,0.92
Masters,3,1,2,33.3%,3-5,37.5%,37-43,46.3%,0-0,-,3,69.2%,24.4%,0.9%,6.0%,50.4%,66.9%,55.2%,61.1%,38.7%,49.2%,1.00
Other Tours,10,3,7,30.0%,9-16,36.0%,127-136,48.3%,2-5,28.6%,10,82.0%,15.6%,7.3%,3.6%,58.4%,74.3%,51.5%,64.8%,34.4%,49.4%,0.98
Best of 5,4,2,2,50.0%,6-7,46.2%,57-63,47.5%,2-0,100.0%,4,74.1%,20.0%,3.6%,4.1%,55.0%,68.5%,48.0%,59.3%,37.3%,48.3%,0.92
Best of 3,13,4,9,30.8%,12-21,36.4%,164-179,47.8%,2-5,28.6%,13,79.0%,17.8%,5.9%,4.1%,56.6%,72.8%,52.4%,64.0%,35.4%,49.4%,0.98
vs Righties,14,3,11,21.4%,11-26,29.7%,172-210,45.0%,3-5,37.5%,14,75.1%,15.9%,4.5%,4.1%,55.5%,69.5%,50.8%,61.2%,34.9%,48.0%,0.90
vs Lefties,3,3,0,100.0%,7-2,77.8%,49-32,60.5%,1-0,100.0%,3,90.0%,30.0%,9.0%,4.3%,59.7%,82.0%,53.2%,70.4%,40.4%,54.4%,1.37
vs Top 10,2,0,2,0.0%,0-6,0.0%,17-36,32.1%,0-0,-,2,61.5%,3.7%,1.2%,5.2%,52.0%,64.4%,42.2%,53.8%,26.4%,41.1%,0.57
