Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
21,Roger Federer [SUI],2,19,9.5%,8,4,4,50.0%,2005,2021,20,0.71,3.0%,3.0%,63.8%,64.8%,51.4%,60.0%,28.3%,47.3%,28.6%
19,Rafael Nadal [ESP],1,18,5.3%,4,2,2,50.0%,2003,2022,17,0.69,5.5%,3.7%,58.2%,63.5%,40.5%,53.9%,32.0%,47.8%,32.4%
18,Gael Monfils [FRA],7,11,38.9%,7,1,6,14.3%,2004,2020,18,0.89,2.3%,2.8%,66.1%,67.1%,49.4%,61.1%,34.5%,66.9%,39.4%
17,Tomas Berdych [CZE],8,9,47.1%,6,2,4,33.3%,2006,2018,16,0.91,8.3%,2.7%,62.6%,70.8%,48.3%,62.4%,34.2%,56.0%,38.2%
16,Fernando Verdasco [ESP],8,8,50.0%,6,2,4,33.3%,2004,2021,15,1.02,3.9%,3.6%,65.2%,68.4%,50.6%,62.2%,38.6%,55.4%,36.6%
15,Novak Djokovic [SRB],1,14,6.7%,4,0,4,0.0%,2005,2018,14,0.72,6.1%,3.8%,60.6%,66.1%,41.6%,56.5%,31.3%,55.0%,29.6%
13,Andy Murray [GBR],4,9,30.8%,7,2,5,28.6%,2006,2021,13,0.89,4.9%,3.4%,61.7%,66.9%,48.2%,59.8%,35.6%,63.0%,34.3%
13,David Ferrer [ESP],3,10,23.1%,2,0,2,0.0%,2004,2017,13,0.81,3.7%,1.7%,57.8%,64.9%,46.7%,57.2%,34.5%,55.4%,36.8%
11,Benoit Paire [FRA],8,3,72.7%,1,1,0,100.0%,2013,2023,11,1.19,3.0%,3.1%,59.4%,67.8%,57.7%,63.7%,43.3%,55.4%,48.9%
11,Gilles Simon [FRA],9,2,81.8%,4,1,3,25.0%,2006,2020,11,1.25,7.4%,3.3%,59.6%,70.5%,51.1%,62.7%,46.6%,50.9%,50.5%
11,Kei Nishikori [JPN],8,3,72.7%,4,2,2,50.0%,2008,2019,11,1.10,8.5%,2.4%,59.9%,71.2%,52.5%,63.7%,39.8%,69.6%,41.3%
11,Kevin Anderson [RSA],7,4,63.6%,10,6,4,60.0%,2010,2018,11,1.07,4.8%,3.7%,59.0%,75.2%,57.0%,67.7%,34.6%,66.0%,29.7%
11,Mikhail Youzhny [RUS],6,5,54.5%,6,4,2,66.7%,2003,2017,10,1.11,6.4%,3.6%,62.1%,74.3%,52.0%,65.9%,37.9%,50.0%,32.9%
10,Roberto Bautista Agut [ESP],2,8,20.0%,3,2,1,66.7%,2014,2024,10,0.76,5.7%,3.1%,57.8%,67.1%,49.0%,59.5%,30.8%,55.4%,29.5%
10,Bernard Tomic [AUS],8,2,80.0%,7,4,3,57.1%,2012,2018,10,1.30,10.3%,1.6%,65.7%,78.1%,59.2%,71.6%,37.0%,72.5%,36.6%
