Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,9,4,5,44.4%,12-14,46.2%,119-121,49.6%,0-0,-,9,72.3%,27.3%,3.6%,4.4%,56.9%,69.3%,49.4%,60.7%,39.4%,49.9%,1.00,R16 (2x)
2024,18,4,14,22.2%,10-31,24.4%,192-246,43.8%,5-7,41.7%,18,80.5%,8.3%,5.8%,3.2%,57.8%,71.3%,52.7%,63.4%,31.9%,47.4%,0.87,QF (Estoril)
2023,40,15,25,37.5%,39-60,39.4%,460-517,47.1%,10-7,58.8%,38,74.7%,19.4%,6.1%,3.6%,57.6%,70.1%,49.5%,61.4%,35.9%,48.7%,0.93,W (Auckland)
2022,45,26,19,57.8%,66-53,55.5%,601-570,51.3%,11-12,47.8%,43,78.7%,22.4%,5.9%,4.3%,58.4%,71.3%,51.2%,63.0%,37.3%,50.1%,1.01,SF (2x)
2021,32,14,18,43.8%,33-39,45.8%,336-374,47.3%,7-8,46.7%,30,76.5%,18.2%,4.4%,4.0%,58.9%,68.9%,52.1%,62.0%,35.3%,48.8%,0.93,F (Umag)
2020,20,10,10,50.0%,26-23,53.1%,236-246,49.0%,6-3,66.7%,20,74.8%,21.7%,5.9%,3.3%,59.8%,71.7%,51.3%,63.5%,34.6%,49.6%,0.95,SF (Sofia)
2019,35,17,18,48.6%,42-43,49.4%,417-438,48.8%,12-6,66.7%,34,79.4%,17.6%,7.8%,3.9%,61.1%,72.6%,49.5%,63.6%,35.1%,49.4%,0.97,SF (2x)
2018,59,35,24,59.3%,81-56,59.1%,708-620,53.3%,17-10,63.0%,58,79.5%,26.5%,8.0%,3.0%,62.0%,71.8%,51.1%,63.9%,38.7%,51.3%,1.07,W (s Hertogenbosch)
2017,47,29,18,61.7%,72-51,58.5%,646-544,54.3%,5-12,29.4%,47,82.3%,26.5%,4.0%,2.5%,62.3%,71.9%,52.9%,64.7%,39.2%,51.7%,1.11,F (Montpellier)
2016,53,35,18,66.0%,84-46,64.6%,669-559,54.5%,13-3,81.3%,53,79.0%,29.2%,5.3%,2.7%,61.9%,70.7%,53.5%,64.2%,40.4%,52.1%,1.13,W (2x)
2015,60,43,17,71.7%,101-54,65.2%,837-692,54.7%,18-12,60.0%,60,86.4%,22.5%,7.1%,2.3%,62.6%,76.0%,55.3%,68.3%,37.1%,52.5%,1.17,W (2x)
2014,49,30,19,61.2%,72-47,60.5%,627-560,52.8%,16-6,72.7%,45,84.2%,20.2%,8.0%,2.3%,65.0%,73.2%,56.1%,67.2%,36.0%,51.5%,1.10,F (2x)
2013,70,46,24,65.7%,116-70,62.4%,985-823,54.5%,13-13,50.0%,68,82.3%,25.7%,7.3%,3.3%,61.0%,73.5%,54.0%,65.9%,39.3%,52.2%,1.15,W (2x)
2012,69,47,22,68.1%,112-63,64.0%,928-739,55.7%,11-12,47.8%,69,84.2%,27.0%,7.7%,2.7%,62.9%,72.9%,55.7%,66.5%,39.3%,52.7%,1.17,W (2x)
2011,55,35,20,63.6%,81-54,60.0%,694-599,53.7%,9-7,56.3%,51,82.1%,26.0%,7.6%,2.9%,63.6%,72.3%,53.1%,65.3%,38.9%,52.2%,1.12,SF (2x)
2010,62,38,24,61.3%,89-58,60.5%,788-677,53.8%,16-15,51.6%,60,84.0%,23.1%,7.7%,3.6%,61.3%,74.1%,54.2%,66.4%,37.4%,51.8%,1.11,W (Nice)
2009,38,23,15,60.5%,52-44,54.2%,481-463,51.0%,10-6,62.5%,37,79.7%,21.6%,8.9%,4.1%,58.5%,72.8%,51.6%,64.0%,37.6%,50.6%,1.04,SF (4x)
2008,54,32,22,59.3%,84-58,59.2%,741-633,53.9%,11-12,47.8%,52,84.1%,24.1%,11.0%,3.2%,59.9%,75.8%,52.7%,66.5%,37.5%,51.9%,1.12,F (Stuttgart)
2007,74,49,25,66.2%,118-61,65.9%,951-762,55.5%,10-12,45.5%,70,82.0%,28.4%,7.6%,3.1%,61.7%,73.8%,53.9%,66.2%,39.8%,52.9%,1.18,W (Mumbai)
2006,56,34,22,60.7%,87-57,60.4%,730-631,53.6%,12-8,60.0%,52,82.9%,25.7%,6.6%,3.1%,63.2%,73.4%,52.5%,65.7%,38.7%,52.1%,1.13,W (3x)
2005,42,31,11,73.8%,74-41,64.3%,600-478,55.7%,12-9,57.1%,40,83.5%,28.7%,5.9%,3.3%,63.9%,72.8%,54.7%,66.3%,40.3%,53.2%,1.20,W (Nottingham)
2004,28,13,15,46.4%,33-36,47.8%,349-346,50.2%,6-11,35.3%,28,77.8%,22.5%,6.0%,4.7%,56.4%,72.5%,49.3%,62.4%,37.3%,49.9%,0.99,F (Metz)
2003,8,1,7,12.5%,7-13,35.0%,87-107,44.8%,1-3,25.0%,8,71.6%,14.1%,5.6%,5.1%,56.9%,69.6%,46.4%,59.6%,32.8%,46.3%,0.81,R16 (Marseille)
2002,8,2,6,25.0%,6-14,30.0%,84-113,42.6%,1-2,33.3%,8,64.6%,19.6%,3.4%,5.5%,57.3%,64.4%,46.8%,56.9%,34.4%,46.3%,0.80,R16 (Adelaide)
Career,1031,613,418,59.5%,1497-1086,58.0%,13266-11858,52.8%,232-196,54.2%,998,81.2%,24.0%,7.0%,3.2%,61.2%,72.7%,52.8%,65.0%,37.9%,51.4%,1.08,
