Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,609,361,248,59.3%,856-627,57.7%,7608-6866,52.6%,136-114,54.4%,592,81.6%,22.9%,7.5%,3.3%,61.3%,73.2%,53.0%,65.4%,37.4%,51.3%,1.08
Clay,288,168,120,58.3%,417-316,56.9%,3683-3295,52.8%,60-46,56.6%,276,77.4%,28.2%,5.3%,3.5%,59.2%,70.0%,51.8%,62.6%,39.9%,51.3%,1.07
Grass,117,75,42,64.1%,200-124,61.7%,1745-1494,53.9%,31-31,50.0%,116,86.9%,20.4%,7.7%,2.7%,64.7%,75.0%,54.5%,67.7%,36.4%,51.9%,1.13
Carpet,17,9,8,52.9%,24-19,55.8%,230-203,53.1%,5-5,50.0%,14,89.7%,21.4%,13.5%,3.7%,64.9%,80.1%,49.5%,69.4%,35.8%,52.5%,1.17
Grand Slams,192,117,75,60.9%,389-269,59.1%,3366-2945,53.3%,48-44,52.2%,191,81.8%,24.3%,6.8%,3.3%,61.7%,72.8%,52.7%,65.1%,38.3%,51.6%,1.10
Masters,266,144,122,54.1%,319-285,52.8%,3007-2843,51.4%,46-46,50.0%,263,78.9%,23.8%,6.1%,3.2%,60.5%,71.3%,52.6%,63.9%,37.5%,50.7%,1.04
Other Tours,540,335,205,62.0%,731-489,59.9%,6397-5592,53.4%,127-102,55.5%,531,82.2%,23.9%,7.5%,3.2%,61.3%,73.4%,53.0%,65.5%,37.9%,51.6%,1.10
Best of 5,211,128,83,60.7%,429-299,58.9%,3715-3289,53.0%,56-48,53.8%,195,81.9%,24.0%,6.8%,3.3%,61.8%,72.9%,52.8%,65.2%,38.1%,51.5%,1.10
Best of 3,820,485,335,59.1%,1068-787,57.6%,9551-8569,52.7%,176-148,54.3%,803,81.0%,24.0%,7.0%,3.2%,61.0%,72.6%,52.8%,64.9%,37.9%,51.3%,1.08
Finals,33,16,17,48.5%,36-40,47.4%,373-377,49.7%,7-8,46.7%,33,79.4%,20.6%,6.6%,2.8%,63.3%,72.7%,53.0%,65.5%,36.3%,50.5%,1.05
Semi-finals,69,33,36,47.8%,71-85,45.5%,734-792,48.1%,16-11,59.3%,67,77.2%,19.0%,6.5%,3.0%,62.1%,70.3%,49.6%,62.5%,35.3%,49.2%,0.94
Quarter-finals,126,69,57,54.8%,159-140,53.2%,1498-1442,51.0%,33-29,53.2%,125,78.4%,23.1%,6.5%,3.3%,60.7%,70.3%,52.2%,63.2%,37.2%,50.2%,1.01
vs Righties,906,534,372,58.9%,1309-957,57.8%,11651-10410,52.8%,202-177,53.3%,877,81.3%,23.9%,7.0%,3.3%,61.1%,72.7%,52.9%,65.0%,37.8%,51.3%,1.08
vs Lefties,124,78,46,62.9%,185-129,58.9%,1597-1438,52.6%,30-19,61.2%,120,80.7%,24.6%,6.6%,2.9%,62.1%,72.5%,52.3%,64.8%,38.7%,51.5%,1.10
vs Top 10,158,37,121,23.4%,113-290,28.0%,1670-2246,42.6%,25-37,40.3%,149,71.9%,14.1%,5.5%,3.3%,61.2%,67.7%,47.3%,59.8%,32.6%,46.5%,0.81
