Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Roland Garros R64,L vs Sinner,12.7%,90.0%,15.7%,79.2%,6.8%,13.3%,0.0%,5.7%,25.0%,1.6%,20.0%,-76,-64
2025 Roland Garros R128,W vs Atmane,5.4%,60.0%,10.0%,85.7%,14.8%,10.0%,16.7%,14.0%,12.5%,2.0%,50.0%,-98,-84
2025 Montpellier R16,L vs Griekspoor,2.7%,100.0%,9.9%,61.1%,15.3%,9.1%,0.0%,10.3%,25.0%,0.9%,50.0%,-41,-56
2025 Montpellier R32,W vs Mannarino,4.5%,50.0%,8.7%,77.8%,14.0%,30.8%,0.0%,27.9%,54.5%,0.5%,0.0%,-51,-53
2024 Stuttgart R16,L vs Nakashima,2.0%,0.0%,5.3%,66.7%,8.5%,5.0%,0.0%,11.3%,30.8%,1.8%,0.0%,-59,-6
2024 Roland Garros R64,L vs Sinner,3.3%,66.7%,11.9%,45.0%,10.8%,20.0%,0.0%,8.7%,28.6%,1.6%,40.0%,-121,-117
2024 Roland Garros R128,W vs Coric,4.8%,80.0%,11.4%,77.8%,12.0%,17.9%,0.0%,9.7%,23.1%,2.1%,40.0%,-99,-80
2024 Doha R16,L vs Rublev,2.1%,100.0%,4.0%,75.0%,11.1%,10.0%,0.0%,22.2%,50.0%,0.0%,-,-81,-105
2024 Auckland R32,L vs Fils,2.3%,100.0%,5.7%,50.0%,12.5%,9.1%,0.0%,12.5%,50.0%,2.2%,66.7%,-77,-118
2023 Paris R64,L vs Paul,8.3%,57.1%,13.3%,81.8%,5.1%,11.1%,0.0%,18.1%,26.9%,0.8%,50.0%,11,-3
2023 Shanghai R64,L vs Zhang,1.8%,100.0%,4.5%,75.0%,10.8%,10.5%,0.0%,2.9%,12.5%,0.7%,0.0%,-101,-129
2023 Halle R32,L vs Sinner,0.8%,0.0%,14.0%,73.3%,17.1%,25.8%,0.0%,20.0%,30.0%,2.2%,66.7%,34,16
2023 Stuttgart R16,W vs Tsitsipas,4.4%,75.0%,6.7%,71.4%,18.4%,23.1%,0.0%,18.8%,36.8%,0.8%,100.0%,-35,11
2023 Madrid R64,L vs Hurkacz,6.7%,85.7%,9.0%,84.2%,12.0%,10.0%,0.0%,7.1%,17.9%,2.4%,42.9%,-35,-45
2023 Monte Carlo R64,L vs Thiem,13.6%,62.5%,13.0%,66.7%,11.2%,9.7%,0.0%,7.3%,36.4%,2.1%,0.0%,-124,-110
2023 Indian Wells R64,L vs Sinner,4.9%,66.7%,10.6%,64.3%,11.4%,25.0%,0.0%,8.1%,33.3%,1.8%,75.0%,-39,-19
2023 Rotterdam R16,L vs Wawrinka,1.4%,0.0%,8.5%,60.0%,9.2%,12.5%,0.0%,1.7%,10.0%,2.7%,0.0%,-126,-137
2023 Auckland F,W vs Norrie,14.1%,91.7%,19.4%,76.5%,7.1%,22.6%,0.0%,9.8%,33.3%,1.2%,20.0%,-84,-64
2022 Paris R32,L vs Ruud,17.8%,62.5%,19.1%,52.4%,15.9%,10.0%,0.0%,10.2%,33.3%,2.2%,25.0%,27,1
2022 Metz R32,L vs Thiem,9.0%,50.0%,16.5%,50.0%,13.3%,21.1%,0.0%,5.2%,27.3%,1.7%,20.0%,-80,-59
Career (116 matches),,5.7%,71.2%,12.6%,68.4%,10.5%,13.1%,7.7%,10.0%,28.9%,1.5%,38.2%,-58,-50
