Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Roland Garros R64,L vs Sinner,13.6%,33.3%,51.6%,23.7%,25.0%,56.8%,57.6%,43.6%,63.6%,54.5%,50.0%,0.0%,6.5%,45.2%,-118
2025 Roland Garros R128,W vs Atmane,22.1%,30.5%,52.1%,28.8%,26.8%,41.1%,58.5%,38.2%,70.4%,37.9%,50.0%,16.7%,16.7%,43.3%,37
2025 Montpellier R16,L vs Griekspoor,42.4%,49.4%,50.0%,48.2%,51.0%,59.2%,62.5%,61.2%,64.0%,54.2%,0.0%,33.3%,39.4%,36.4%,47
2025 Montpellier R32,W vs Mannarino,33.3%,54.2%,72.4%,41.9%,46.4%,71.4%,86.7%,61.1%,69.2%,40.0%,-,17.6%,35.3%,57.1%,47
2024 Stuttgart R16,L vs Nakashima,32.8%,39.7%,44.1%,37.4%,53.1%,62.5%,40.0%,61.6%,41.2%,40.0%,0.0%,9.5%,14.3%,47.4%,-33
2024 Roland Garros R64,L vs Sinner,14.1%,27.2%,48.0%,22.5%,20.0%,35.6%,52.8%,37.1%,68.0%,50.0%,100.0%,9.3%,20.9%,43.6%,-24
2024 Roland Garros R128,W vs Coric,22.8%,36.8%,66.3%,30.8%,38.3%,56.7%,75.7%,53.5%,66.7%,40.0%,50.0%,6.1%,16.3%,58.7%,-56
2024 Doha R16,L vs Rublev,29.4%,43.1%,50.0%,37.6%,36.1%,52.8%,60.9%,47.8%,55.6%,77.8%,100.0%,13.3%,20.0%,30.8%,-79
2024 Auckland R32,L vs Fils,26.7%,48.9%,57.6%,37.3%,34.6%,57.7%,76.5%,53.1%,50.0%,33.3%,50.0%,20.0%,40.0%,37.5%,-79
2023 Paris R64,L vs Paul,25.8%,39.3%,47.6%,33.6%,30.9%,47.3%,50.0%,43.5%,78.6%,44.4%,100.0%,19.4%,29.0%,44.0%,55
2023 Shanghai R64,L vs Zhang,16.4%,25.5%,34.9%,19.1%,21.1%,28.9%,30.0%,25.0%,42.1%,63.2%,50.0%,7.1%,21.4%,46.2%,-53
2023 Halle R32,L vs Sinner,17.2%,35.2%,49.0%,27.6%,21.5%,43.0%,53.2%,37.6%,56.1%,55.3%,58.3%,10.0%,22.5%,41.7%,-16
2023 Stuttgart R16,W vs Tsitsipas,35.1%,51.5%,56.1%,43.6%,45.5%,69.1%,66.7%,60.5%,68.2%,57.6%,100.0%,25.0%,33.3%,44.4%,118
2023 Madrid R64,L vs Hurkacz,19.5%,31.0%,60.9%,25.8%,26.8%,39.3%,65.9%,39.5%,70.4%,44.8%,50.0%,13.2%,24.5%,56.5%,17
2023 Monte Carlo R64,L vs Thiem,11.7%,21.7%,53.8%,16.2%,20.7%,31.0%,52.2%,30.0%,56.3%,61.5%,62.5%,3.3%,13.3%,55.2%,-82
2023 Indian Wells R64,L vs Sinner,21.2%,36.4%,54.2%,29.1%,34.2%,55.3%,64.0%,47.9%,65.0%,55.6%,50.0%,4.2%,12.5%,43.5%,-79
2023 Rotterdam R16,L vs Wawrinka,22.9%,30.0%,46.9%,28.3%,35.0%,45.0%,42.3%,44.5%,56.5%,47.1%,25.0%,8.0%,12.0%,52.2%,-45
2023 Auckland F,W vs Norrie,29.5%,44.3%,51.7%,37.3%,40.9%,63.6%,69.2%,56.4%,77.3%,63.6%,33.3%,19.0%,26.2%,38.2%,-10
2022 Paris R32,L vs Ruud,25.5%,41.2%,48.6%,33.5%,27.8%,47.2%,46.2%,39.2%,62.5%,35.0%,100.0%,21.4%,28.6%,54.5%,22
2022 Metz R32,L vs Thiem,20.8%,34.7%,48.1%,28.1%,30.2%,48.8%,53.3%,42.3%,69.6%,55.0%,0.0%,8.3%,16.7%,40.9%,-42
Career (116 matches),,23.4%,35.4%,52.0%,30.5%,30.2%,44.8%,56.3%,41.7%,57.4%,46.2%,45.7%,14.4%,22.9%,46.1%,27
