Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1980 Roland Garros SF,L vs Borg,75.3%,32.7%,2.7%,1/1,1.95,1.4%,75.0%,33.3%,2.5%,1.87,2.2%,86.2%,32.0%,3.4%,2.07,0.0%
1972 Roland Garros QF,L vs Orantes,51.5%,44.0%,1.0%,0/1,2.62,82.5%,78.1%,40.0%,3.1%,2.77,84.8%,92.6%,48.0%,0.0%,2.21,76.5%
Career (2 matches),,61.8%,38.1%,1.8%,33.3%,2.26,39.0%,76.4%,36.4%,2.8%,2.32,43.5%,89.3%,40.0%,1.8%,2.13,29.5%
