Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Roland Garros,12,Clay,48,36,12,75.0%,15,9,6,60.0%,1972,1984,F,0,,,,,,,,,,
Wimbledon,4,Grass,4,0,4,0.0%,0,0,0,-,1972,1986,R128,0,,,,,,,,,,
US Open,11,Hard,33,22,11,66.7%,10,5,5,50.0%,1972,1983,SF,0,,,,,,,,,,
Davis Cup,4,,12,9,3,75.0%,0,0,0,-,1972,1978,,0,,,,,,,,,,
Washington,14,Clay,39,26,13,66.7%,5,3,2,60.0%,1972,1986,W,0,,,,,,,,,,
Boston,13,Clay,33,20,13,60.6%,9,6,3,66.7%,1969,1986,F,0,,,,,,,,,,
Las Vegas,9,Hard,32,21,11,65.6%,4,3,1,75.0%,1974,1985,W,0,,,,,,,,,,
Cincinnati,9,Hard,32,25,7,78.1%,6,4,2,66.7%,1971,1986,W,0,,,,,,,,,,
Hamburg,9,Clay,29,21,8,72.4%,4,2,2,50.0%,1973,1984,W,0,,,,,,,,,,
North Conway,9,Clay,29,21,8,72.4%,10,7,3,70.0%,1975,1984,W,0,,,,,,,,,,
