Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Lausanne Q1,L vs Shibahara,22% (2/9),50% (1/2),0/2,50% (5/10),0% (0/5),1/1,0/0,0/1,0/0,0/1
2018 Limoges R16,L vs Alexandrova,20% (2/10),50% (1/2),0/2,33% (3/9),0% (0/3),1/1,0/0,1/2,0/0,1/1
2018 Limoges R32,W vs Dulgheru,46% (6/13),100% (6/6),0/1,31% (4/13),75% (3/4),5/5,1/1,2/2,0/0,0/0
2018 Limoges Q1,W vs Panova,50% (8/16),88% (7/8),2/5,50% (8/16),25% (2/8),5/7,2/2,1/2,1/1,0/0
2018 Montreal Q1,L vs Riske Amritraj,25% (2/8),100% (2/2),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/0
2017 Bol R32,L vs Van Uytvanck,13% (1/8),0% (0/1),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,1/1
2016 Seoul Q3,L vs Kumkhum,36% (5/14),60% (3/5),0/2,40% (6/15),33% (2/6),1/3,1/1,1/3,0/0,0/1
2016 Seoul Q2,W vs Lertpitaksinchai,86% (6/7),83% (5/6),0/1,25% (2/8),50% (1/2),5/5,2/2,0/0,1/1,0/0
2016 Japan Open Tokyo Q1,L vs Xu,43% (3/7),0% (0/3),0/5,86% (6/7),17% (1/6),0/0,0/0,1/1,0/0,1/1
2016 Mallorca Q1,L vs Cepede Royg,44% (4/9),75% (3/4),1/5,78% (7/9),14% (1/7),1/3,0/1,1/1,0/0,0/0
2016 Nottingham Q1,L vs Boulter,50% (7/14),57% (4/7),0/3,50% (7/14),57% (4/7),4/4,1/1,0/0,0/0,0/0
2016 Saint Gaudens $50K R32,L vs Minella,50% (7/14),86% (6/7),3/8,64% (9/14),11% (1/9),2/6,1/2,1/1,0/1,0/0
2016 Dijon $10K R32,L vs Bejenaru,33% (3/9),33% (1/3),1/4,44% (4/9),0% (0/4),1/1,0/0,0/0,0/0,0/0
2016 Katowice Q2,L vs Maleckova,50% (5/10),80% (4/5),2/5,70% (7/10),14% (1/7),2/4,0/0,1/2,0/0,0/1
2016 Katowice Q1,W vs Falkowska,55% (6/11),83% (5/6),2/4,64% (7/11),43% (3/7),4/4,1/3,0/0,1/2,0/0
2016 Gonesse $10K R16,L vs Boualem,33% (3/9),100% (3/3),2/5,67% (6/9),0% (0/6),0/3,0/0,0/1,0/0,0/0
2016 Amiens $10K R32,L vs Bua,38% (3/8),100% (3/3),1/6,88% (7/8),0% (0/7),0/3,0/0,0/1,0/0,0/0
2015 Bratislava $25K R32,L vs Muchova,30% (3/10),0% (0/3),0/1,30% (3/10),33% (1/3),0/0,0/0,2/3,0/0,2/2
2015 Nantes $50K R32,L vs Sevastova,25% (2/8),50% (1/2),0/4,56% (5/9),0% (0/5),0/1,0/0,1/2,0/0,0/1
2015 US Open Q3,L vs Bertens,25% (2/8),100% (2/2),1/6,88% (7/8),14% (1/7),1/2,0/0,0/0,0/0,0/0
2019 (1 matches),,22.2%,50.0%,0.0%,50.0%,0.0%,100.0%,-,0.0%,-,0.0%
2018 (4 matches),,38.3%,88.9%,30.8%,45.7%,23.8%,73.3%,100.0%,57.1%,100.0%,100.0%
2017 (1 matches),,12.5%,0.0%,0.0%,50.0%,0.0%,-,-,100.0%,-,100.0%
2016 (11 matches),,46.4%,71.2%,25.0%,59.6%,20.6%,55.6%,60.0%,50.0%,50.0%,33.3%
2015 (17 matches),,55.1%,73.2%,39.5%,57.7%,20.0%,49.3%,55.6%,58.3%,83.3%,60.0%
Career (91 matches),,51.6%,78.7%,38.1%,51.5%,19.7%,58.9%,66.3%,53.5%,69.4%,34.5%
