Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Lausanne Q1,L vs Shibahara,0.87,0.62,47.2,2.0,-,53.3%,-,50.0%,32.1%,37.5%
2018 Limoges R16,L vs Alexandrova,0.93,0.50,41.8,2.7,7.7%,46.2%,4.3%,65.2%,23.1%,25.0%
2018 Limoges R32,W vs Dulgheru,0.92,1.25,62.9,4.1,2.1%,60.4%,0.0%,69.6%,54.3%,40.5%
2018 Limoges Q1,W vs Panova,1.09,1.18,73.4,3.2,3.6%,57.1%,0.0%,52.8%,42.3%,55.1%
2018 Montreal Q1,L vs Riske Amritraj,1.03,0.61,44.3,2.2,0.0%,34.5%,3.6%,50.0%,22.7%,47.4%
2017 Bol R32,L vs Van Uytvanck,1.06,0.44,39.2,2.1,0.0%,42.9%,7.1%,53.6%,21.7%,21.1%
2016 Seoul Q3,L vs Kumkhum,0.92,0.85,71.1,5.4,0.0%,52.9%,6.4%,63.8%,40.0%,37.5%
2016 Seoul Q2,W vs Lertpitaksinchai,0.97,1.69,41.9,2.0,4.2%,66.7%,4.5%,68.2%,53.1%,61.3%
2016 Japan Open Tokyo Q1,L vs Xu,0.96,0.53,34.7,2.2,0.0%,43.5%,0.0%,31.8%,44.4%,23.1%
2016 Mallorca Q1,L vs Cepede Royg,1.03,0.79,55.4,3.1,2.6%,47.4%,2.7%,40.5%,42.4%,44.4%
2016 Nottingham Q1,L vs Boulter,0.89,0.88,85.4,15.0,3.8%,62.3%,2.1%,56.3%,45.1%,34.8%
2016 Saint Gaudens $50K R32,L vs Minella,1.02,0.88,62.4,19.6,0.0%,40.8%,0.0%,48.9%,48.9%,46.5%
2016 Dijon $10K R32,L vs Bejenaru,1.02,0.64,52.9,2.7,0.0%,45.5%,0.0%,62.1%,28.6%,30.8%
2016 Katowice Q2,L vs Maleckova,0.97,0.78,55.4,2.5,0.0%,41.0%,2.7%,51.4%,34.2%,54.5%
2016 Katowice Q1,W vs Falkowska,1.15,1.38,50.2,3.0,-,46.2%,-,66.7%,47.5%,58.3%
2016 Gonesse $10K R16,L vs Boualem,0.84,0.70,49.8,2.3,0.0%,56.7%,0.0%,33.3%,40.7%,50.0%
2016 Amiens $10K R32,L vs Bua,1.04,0.72,45.1,2.1,0.0%,36.7%,0.0%,37.9%,34.8%,52.2%
2015 Bratislava $25K R32,L vs Muchova,0.99,0.77,65.2,2.2,2.9%,62.9%,0.0%,58.1%,36.6%,24.3%
2015 Nantes $50K R32,L vs Sevastova,0.88,0.61,42.0,2.0,0.0%,50.0%,0.0%,50.0%,37.0%,32.0%
2015 US Open Q3,L vs Bertens,1.08,0.74,50.9,2.2,0.0%,42.9%,0.0%,42.4%,42.3%,36.0%
2019 (1 matches),,0.87,0.62,47.2,2.0,-,53.3%,-,50.0%,32.1%,37.5%
2018 (4 matches),,1.00,0.94,60.0,2.9,3.1%,52.2%,1.3%,59.3%,39.7%,44.0%
2017 (1 matches),,1.06,0.44,39.2,2.1,0.0%,42.9%,7.1%,53.6%,21.7%,21.1%
2016 (11 matches),,0.98,0.86,58.0,3.1,1.1%,49.1%,2.0%,52.0%,42.4%,44.6%
2015 (17 matches),,1.01,0.97,63.6,2.9,1.0%,52.5%,0.6%,50.9%,46.8%,45.6%
Career (91 matches),,1.00,1.00,58.8,2.8,1.5%,53.5%,1.0%,54.2%,46.1%,46.3%
