Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,5,6,45.5%,11-15,42.3%,109-117,48.2%,0-2,0.0%,11,57.0%,40.0%,1.7%,6.2%,58.3%,60.4%,42.5%,52.9%,46.3%,49.7%,0.98,SF (W50 Buenos Aires +H)
2025,55,30,25,54.5%,69-59,53.9%,595-569,51.1%,6-1,85.7%,54,58.2%,44.9%,3.2%,5.8%,59.6%,60.0%,44.1%,53.5%,47.3%,50.5%,1.02,F (W35 Leme)
2024,41,18,23,43.9%,40-45,47.1%,377-399,48.6%,4-4,50.0%,2,28.6%,7.7%,1.0%,3.1%,59.2%,51.7%,32.5%,43.9%,36.6%,40.3%,0.65,F (W35 Bastad)
2023,65,36,29,55.4%,79-68,53.7%,685-658,51.0%,5-4,55.6%,0,,,,,,,,,,,,W (W40 Saint-Palais-sur-Mer)
2022,50,28,22,56.0%,59-48,55.1%,526-453,53.7%,5-8,38.5%,0,,,,,,,,,,,,W (W25 Agadir)
2021,38,18,20,47.4%,36-45,44.4%,361-373,49.2%,1-2,33.3%,0,,,,,,,,,,,,W (W15 Cairo)
2020,24,14,10,58.3%,31-26,54.4%,275-240,53.4%,1-4,20.0%,0,,,,,,,,,,,,W (W15 Heraklion)
2019,42,19,23,45.2%,40-53,43.0%,403-421,48.9%,1-3,25.0%,0,,,,,,,,,,,,SF (3x)
2018,19,13,6,68.4%,27-14,65.9%,214-173,55.3%,2-1,66.7%,0,,,,,,,,,,,,W (Cairo $15K)
2017,8,6,2,75.0%,13-6,68.4%,94-77,55.0%,0-0,-,0,,,,,,,,,,,,W (Sozopol $15K)
2016,4,1,3,25.0%,4-6,40.0%,41-48,46.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (Sozopol $10K)
2015,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Varna $10K)
Career,358,188,170,52.5%,409-387,51.4%,3685-3540,51.0%,25-30,45.5%,67,57.4%,43.4%,2.9%,5.8%,59.4%,59.8%,43.6%,53.2%,46.9%,50.2%,1.00,
