Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 W75 Sao Paulo QF,W vs Burillo Escorihuela,1.15,1.54,38.0,2.1,3.4%,48.3%,0.0%,65.4%,54.8%,62.1%
2022 Wimbledon R128,L vs Kucova,0.97,0.66,39.5,2.2,0.0%,50.0%,0.0%,29.6%,42.9%,37.5%
2022 Bogota F,L vs Maria,0.97,0.82,67.5,3.0,0.0%,56.0%,0.0%,58.7%,27.7%,44.4%
2022 Bogota SF,W vs Osorio,1.18,1.35,59.6,2.4,0.0%,46.2%,0.0%,55.1%,60.0%,52.8%
2021 BJK Cup Playoffs: BRA vs POL RR,L vs Frech,0.98,0.88,86.1,6.0,1.6%,53.2%,0.0%,58.6%,36.8%,42.3%
2019 W25 Figueira Da Foz R16,L vs Dodin,1.12,0.84,53.0,5.9,-,37.8%,-,29.7%,47.1%,52.2%
2019 W25 Figueira Da Foz R32,W vs Bai,0.93,1.29,57.1,2.0,-,62.2%,-,52.9%,62.5%,54.5%
2019 W80 Palm Harbor FL R16,L vs Perez,0.87,0.81,64.6,3.1,0.0%,57.5%,0.0%,38.2%,41.2%,54.5%
2019 W15 Sharm El Sheikh F,L vs Morgina,1.01,0.83,48.4,2.1,0.0%,41.0%,0.0%,36.8%,39.1%,61.9%
2019 W15 Sharm El Sheikh SF,W vs Zakarlyuk,1.14,1.38,64.9,4.0,2.0%,56.0%,2.0%,51.0%,57.9%,54.8%
2019 W15 Sharm El Sheikh R32,W vs Ryser,1.10,2.15,34.9,2.2,0.0%,63.6%,0.0%,77.3%,48.0%,68.2%
2019 W15 Palmanova F,L vs Payola,0.90,0.70,47.7,2.0,0.0%,37.9%,0.0%,51.9%,35.5%,52.0%
2019 W15 Palmanova SF,W vs Hering,1.20,1.66,33.6,2.2,0.0%,54.8%,3.3%,66.7%,52.9%,56.7%
2019 W15 Palmanova QF,W vs Wargnier,1.09,1.40,50.8,2.1,4.3%,60.9%,0.0%,50.0%,51.6%,63.0%
2019 W15 Palmanova R16,W vs Saigo,1.07,1.56,44.4,2.4,0.0%,35.7%,0.0%,70.8%,69.6%,70.0%
2019 W15 Palmanova R32,W vs Gadient,1.16,1.62,42.6,2.1,0.0%,55.2%,0.0%,65.4%,50.0%,62.5%
2019 W25 Petit Bourg Guadeloupe R32,L vs Robbe,0.86,0.90,77.3,3.2,0.0%,51.9%,2.0%,66.0%,52.5%,33.9%
2017 Santiago $25K R16,L vs Herazo Gonzalez,0.89,0.87,71.6,6.8,0.0%,58.5%,0.0%,41.7%,48.9%,47.7%
2017 Santiago $25K R32,W vs Ganga,1.14,1.31,57.9,3.2,2.4%,59.5%,2.5%,50.0%,53.1%,50.0%
2017 Dakar $25K R16,W vs Dart,1.08,1.70,41.1,2.5,0.0%,58.6%,0.0%,70.4%,48.0%,65.2%
2024 (1 matches),,1.15,1.54,38.0,2.1,3.4%,48.3%,0.0%,65.4%,54.8%,62.1%
2022 (3 matches),,1.05,0.94,58.1,2.5,0.0%,50.8%,0.0%,50.8%,42.6%,45.7%
2021 (1 matches),,0.98,0.88,86.1,6.0,1.6%,53.2%,0.0%,58.6%,36.8%,42.3%
2019 (12 matches),,1.02,1.12,54.4,2.5,0.5%,51.1%,0.8%,53.4%,50.6%,54.3%
2017 (32 matches),,1.04,1.04,58.1,2.8,0.4%,54.4%,0.6%,50.5%,48.1%,47.2%
Career (122 matches),,1.03,1.04,55.2,2.6,0.9%,53.9%,0.6%,51.6%,47.9%,47.1%
