Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,17,6,11,35.3%,16-24,40.0%,172-201,46.1%,2-4,33.3%,17,56.0%,36.2%,1.1%,4.4%,70.2%,56.9%,41.4%,52.3%,43.8%,48.1%,0.92
Clay,30,14,16,46.7%,35-37,48.6%,317-337,48.5%,3-2,60.0%,26,61.3%,38.7%,0.6%,3.1%,74.1%,56.4%,46.5%,53.8%,45.9%,50.0%,1.00
Grass,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,1,22.2%,33.3%,0.0%,5.3%,56.1%,43.8%,36.0%,40.4%,40.4%,40.4%,0.68
Grand Slams,3,0,3,0.0%,1-6,14.3%,27-45,37.5%,1-0,100.0%,3,37.1%,33.3%,0.0%,4.2%,69.1%,48.6%,37.0%,45.0%,46.2%,45.6%,0.84
Premiers,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,0.0%,8.2%,69.4%,50.0%,46.7%,49.0%,26.5%,37.8%,0.52
Internationals,31,14,17,45.2%,34-40,45.9%,316-354,47.2%,3-3,50.0%,31,60.2%,35.9%,0.9%,3.7%,72.5%,57.0%,44.4%,53.6%,44.1%,48.9%,0.95
Finals,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,1,69.2%,14.3%,0.0%,1.0%,77.1%,56.8%,59.1%,57.3%,35.9%,46.8%,0.84
Semi-finals,1,1,0,100.0%,2-0,100.0%,14-11,56.0%,1-0,100.0%,1,50.0%,58.3%,0.0%,5.9%,73.3%,54.1%,40.7%,50.5%,56.6%,53.1%,1.14
Quarter-finals,3,1,2,33.3%,2-5,28.6%,25-38,39.7%,1-0,100.0%,3,45.2%,32.3%,2.0%,6.0%,73.0%,56.2%,33.3%,50.0%,43.0%,46.4%,0.86
vs Righties,46,15,31,32.6%,43-69,38.4%,460-568,44.7%,5-7,41.7%,38,57.1%,35.8%,0.7%,3.7%,72.3%,56.0%,43.0%,52.4%,44.3%,48.4%,0.93
vs Lefties,4,2,2,50.0%,4-4,50.0%,38-34,52.8%,0-0,-,4,63.9%,41.7%,0.5%,2.4%,76.2%,58.1%,50.0%,56.2%,45.5%,50.7%,1.04
