Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 Limoges R32,W vs Dartron,20.6%,33.3%,63.8%,21.6%,43.2%,69.0%,61.9%,56.3%,100.0%,20.8%,20.8%,57.9%,16.7%,66.7%,-,-11
Career (1 matches),,20.6%,33.3%,63.8%,21.6%,43.2%,69.0%,61.9%,56.3%,100.0%,20.8%,20.8%,57.9%,16.7%,66.7%,-,-11
