Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Limoges R32,W vs Dartron,4.2,4.1,4.3,55.6%,55.9%,43.8%,77.8%,55.0%,40.7%,6.5,6.4,0.0,0.0
Career (1 matches),,4.2,4.1,4.3,55.6%,55.9%,43.8%,77.8%,55.0%,40.7%,6.5,6.4,0.0,0.0
