Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,0,,,,,,,,,,,,R32 (W60 Meitar)
2016,12,5,7,41.7%,13-14,48.1%,122-137,47.1%,2-2,50.0%,0,,,,,,,,,,,,QF (2x)
2015,17,7,10,41.2%,18-20,47.4%,166-174,48.8%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2014,13,5,8,38.5%,9-15,37.5%,98-122,44.5%,2-1,66.7%,0,,,,,,,,,,,,SF (Dubai 75K)
2013,56,41,15,73.2%,86-39,68.8%,657-482,57.7%,8-5,61.5%,0,,,,,,,,,,,,W (3x)
2012,44,27,17,61.4%,57-35,62.0%,459-377,54.9%,8-2,80.0%,0,,,,,,,,,,,,W (Karshi 25K)
2011,15,8,7,53.3%,16-18,47.1%,163-161,50.3%,3-2,60.0%,0,,,,,,,,,,,,F (Minsk 25K)
2010,20,9,11,45.0%,21-25,45.7%,210-213,49.6%,3-2,60.0%,0,,,,,,,,,,,,QF (3x)
2009,14,8,6,57.1%,17-15,53.1%,155-139,52.7%,1-2,33.3%,0,,,,,,,,,,,,F (Kharkiv 10K)
2008,15,8,7,53.3%,18-16,52.9%,147-155,48.7%,0-2,0.0%,0,,,,,,,,,,,,SF (AlbufeiraMontechoro 10K)
2007,5,2,3,40.0%,5-6,45.5%,44-51,46.3%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2006,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,0,,,,,,,,,,,,R32 (Podgorica 25K)
Career,213,120,93,56.3%,261-207,55.8%,2241-2040,52.3%,29-21,58.0%,0,,,,,,,,,,,,
