Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,31,13,18,41.9%,4,1,3,25.0%,2008,2026,R64,24,0.94,2.0%,4.2%,67.9%,59.2%,41.7%,53.6%,43.5%,53.0%,47.1%
Roland Garros,12,Clay,16,4,12,25.0%,2,2,0,100.0%,2010,2025,R128,13,0.88,1.6%,7.6%,64.1%,57.7%,36.0%,49.9%,44.2%,38.3%,43.6%
Wimbledon,9,Grass,23,14,9,60.9%,6,3,3,50.0%,2010,2025,R64,14,0.98,1.6%,5.1%,66.3%,61.3%,45.2%,55.8%,43.2%,53.7%,48.7%
US Open,14,Hard,24,10,14,41.7%,4,2,2,50.0%,2008,2025,R64,21,0.97,1.0%,4.8%,65.0%,58.4%,45.3%,53.8%,44.8%,42.4%,41.3%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2016,2016,,1,0.78,0.0%,3.2%,73.1%,47.1%,44.0%,46.2%,42.0%,46.7%,27.8%
Doha,4,Hard,4,0,4,0.0%,2,0,2,0.0%,2014,2026,Q1,4,0.87,0.5%,1.6%,71.4%,59.5%,47.6%,56.1%,38.2%,68.1%,34.4%
Beijing,2,Hard,4,2,2,50.0%,0,0,0,-,2024,2025,R128,4,1.04,1.2%,5.0%,64.2%,62.3%,41.9%,55.0%,47.0%,40.0%,62.1%
Prague,2,Hard,2,0,2,0.0%,2,1,1,50.0%,2010,2025,Q1,2,0.83,0.6%,9.0%,55.1%,60.2%,43.8%,52.8%,39.1%,42.1%,35.3%
Charleston,5,Clay,5,0,5,0.0%,4,0,4,0.0%,2010,2025,R64,5,0.81,1.7%,4.3%,68.4%,54.7%,47.7%,52.5%,38.6%,46.3%,38.7%
Brisbane,4,Hard,7,2,5,28.6%,1,1,0,100.0%,2012,2024,R16,6,0.92,3.1%,5.9%,67.0%,58.5%,44.3%,53.8%,42.7%,46.2%,32.3%
Wuhan,2,Hard,2,0,2,0.0%,0,0,0,-,2017,2024,Q1,2,0.58,1.1%,6.3%,60.0%,61.4%,34.2%,50.5%,28.7%,40.0%,0.0%
