Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,2,1,66.7%,4-3,57.1%,38-39,49.4%,1-0,100.0%,3,64.1%,30.0%,1.2%,4.1%,55.6%,59.7%,48.6%,54.8%,42.0%,48.0%,0.93,QF (W100 Fujairah)
2025,35,22,13,62.9%,49-33,59.8%,404-347,53.8%,4-4,50.0%,35,62.1%,46.3%,1.9%,4.9%,64.6%,61.3%,44.8%,55.5%,48.3%,51.8%,1.08,W (W75 Luan)
2024,28,16,12,57.1%,37-27,57.8%,323-283,53.3%,3-4,42.9%,4,57.1%,32.6%,3.4%,6.0%,67.4%,58.3%,37.9%,51.7%,43.2%,47.3%,0.89,F (2x)
2023,98,75,23,76.5%,159-71,69.1%,1219-928,56.8%,15-11,57.7%,0,,,,,,,,,,,,W (7x)
2022,24,16,8,66.7%,34-21,61.8%,286-222,56.3%,2-6,25.0%,0,,,,,,,,,,,,F (2x)
2021,19,10,9,52.6%,21-25,45.7%,204-228,47.2%,4-2,66.7%,0,,,,,,,,,,,,F (W100+H Nottingham)
2020,7,4,3,57.1%,9-6,60.0%,81-61,57.0%,0-2,0.0%,0,,,,,,,,,,,,SF (W25 Mildura)
2019,43,24,19,55.8%,54-49,52.4%,472-472,50.0%,8-6,57.1%,1,58.8%,25.0%,1.0%,4.8%,65.7%,56.5%,47.2%,53.3%,40.2%,46.9%,0.86,F (2x)
2018,40,26,14,65.0%,57-34,62.6%,467-374,55.5%,5-3,62.5%,0,,,,,,,,,,,,W (Obidos $25K)
2017,29,16,13,55.2%,36-32,52.9%,324-321,50.2%,4-4,50.0%,4,48.9%,37.0%,0.3%,4.3%,68.4%,55.8%,40.0%,50.8%,44.2%,47.3%,0.90,F (Burnie $60K)
2016,47,29,18,61.7%,62-43,59.0%,521-469,52.6%,12-2,85.7%,0,,,,,,,,,,,,W (Perth $25K)
2015,12,6,6,50.0%,13-13,50.0%,122-127,49.0%,3-0,100.0%,0,,,,,,,,,,,,QF (2x)
2014,30,14,16,46.7%,28-34,45.2%,276-287,49.0%,1-6,14.3%,2,-,-,0.7%,2.9%,70.6%,54.2%,35.0%,48.5%,40.4%,44.3%,0.79,F (Karuizawa 25K)
2013,37,21,16,56.8%,50-37,57.5%,415-377,52.4%,4-5,44.4%,0,,,,,,,,,,,,W (Perth 25K)
2012,40,22,18,55.0%,47-43,52.2%,404-394,50.6%,5-3,62.5%,0,,,,,,,,,,,,W (Bendigo 25K)
2011,19,7,12,36.8%,18-27,40.0%,190-224,45.9%,3-1,75.0%,0,,,,,,,,,,,,QF (2x)
2010,33,19,14,57.6%,41-34,54.7%,359-302,54.3%,1-2,33.3%,0,,,,,,,,,,,,W (Burnie 25K)
2009,44,26,18,59.1%,54-45,54.5%,458-436,51.2%,8-3,72.7%,0,,,,,,,,,,,,W (2x)
2008,25,9,16,36.0%,20-34,37.0%,228-283,44.6%,4-1,80.0%,0,,,,,,,,,,,,F (IstanbulKemer 25K)
2007,27,13,14,48.1%,27-38,41.5%,274-314,46.6%,0-3,0.0%,0,,,,,,,,,,,,SF (Warsaw 25K)
2006,21,12,9,57.1%,27-25,51.9%,241-234,50.7%,4-1,80.0%,0,,,,,,,,,,,,W (Moscow 10K)
2005,15,9,6,60.0%,18-13,58.1%,141-131,51.8%,3-2,60.0%,0,,,,,,,,,,,,W (Minsk 10K)
2004,3,1,2,33.3%,3-4,42.9%,28-35,44.4%,0-0,-,0,,,,,,,,,,,,R16 (Horb 10K)
Career,679,399,280,58.8%,868-691,55.7%,7475-6888,52.0%,94-71,57.0%,49,60.5%,42.3%,1.7%,4.8%,64.8%,60.0%,44.0%,54.4%,46.4%,50.3%,1.02,
