Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,359,256,103,71.3%,542-258,67.8%,4162-3062,57.6%,38-38,50.0%,0,,,,,,,,,,,
Clay,268,171,97,63.8%,386-246,61.1%,3118-2570,54.8%,29-29,50.0%,0,,,,,,,,,,,
Grass,109,71,38,65.1%,173-105,62.2%,1430-1226,53.8%,18-11,62.1%,0,,,,,,,,,,,
Carpet,279,193,86,69.2%,380-205,65.0%,2957-2318,56.1%,45-36,55.6%,0,,,,,,,,,,,
Grand Slams,126,85,41,67.5%,245-141,63.5%,1964-1581,55.4%,28-17,62.2%,0,,,,,,,,,,,
Masters,64,40,24,62.5%,82-56,59.4%,682-546,55.5%,4-4,50.0%,0,,,,,,,,,,,
Other Tours,832,572,260,68.8%,1161-613,65.4%,9042-7039,56.2%,100-95,51.3%,0,,,,,,,,,,,
Best of 5,157,95,62,60.5%,291-201,59.1%,2431-2084,53.8%,33-22,60.0%,0,,,,,,,,,,,
Best of 3,877,607,270,69.2%,1215-630,65.9%,9447-7277,56.5%,99-94,51.3%,0,,,,,,,,,,,
Finals,53,25,28,47.2%,58-70,45.3%,563-585,49.0%,8-7,53.3%,0,,,,,,,,,,,
Semi-finals,92,53,39,57.6%,124-88,58.5%,1031-902,53.3%,7-14,33.3%,0,,,,,,,,,,,
Quarter-finals,145,88,57,60.7%,176-129,57.7%,1478-1281,53.6%,22-22,50.0%,0,,,,,,,,,,,
vs Righties,871,603,268,69.2%,1297-689,65.3%,10164-7912,56.2%,114-94,54.8%,0,,,,,,,,,,,
vs Lefties,158,94,64,59.5%,199-142,58.4%,1654-1434,53.6%,18-22,45.0%,0,,,,,,,,,,,
vs Top 10,110,29,81,26.4%,76-181,29.6%,994-1332,42.7%,10-17,37.0%,0,,,,,,,,,,,
