Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1989,,,,,,,,,,,599,0,,
1985,,,,,,,,,,,793,0,,
1984,90,,39,1843,26,1839,34,1812,15,1821,46,,,
1983,21,,22,1941,9,1915,21,1883,7,1912,,,,
1982,22,,12,1989,10,1952,12,1946,6,1933,,,,
1981,18,,12,2004,11,1958,11,1971,7,1960,,,,
1980,11,,12,2031,9,1972,11,2006,8,1971,,,,
1979,16,,11,2022,9,1983,12,1980,7,1936,,,,
1978,7,,9,2036,6,1971,10,1995,9,1954,,,,
1977,4,,4,2125,5,2043,6,2069,7,1934,,,,
1976,10,,6,2091,3,1979,11,1992,11,1880,,,,
1975,23,,17,1949,10,1895,19,1879,25,1805,,,,
1974,33,,18,1948,14,1873,20,1857,37,1769,,,,
1973,21,,39,1822,18,1805,46,1749,56,1694,,,,
