Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1984,31,13,18,41.9%,34-43,44.2%,333-348,48.9%,4-1,80.0%,0,,,,,,,,,,,,R16 (7x)
1983,50,31,19,62.0%,64-50,56.1%,540-499,52.0%,10-8,55.6%,0,,,,,,,,,,,,W (Vienna)
1982,66,43,23,65.2%,89-53,62.7%,704-552,56.1%,11-11,50.0%,0,,,,,,,,,,,,W (2x)
1981,69,47,22,68.1%,96-55,63.6%,761-605,55.7%,10-9,52.6%,0,,,,,,,,,,,,W (Stowe)
1980,93,68,25,73.1%,145-64,69.4%,1080-784,57.9%,16-10,61.5%,0,,,,,,,,,,,,W (4x)
1979,81,57,24,70.4%,126-56,69.2%,964-694,58.1%,10-10,50.0%,0,,,,,,,,,,,,W (2x)
1978,100,73,27,73.0%,160-71,69.3%,1218-897,57.6%,13-10,56.5%,0,,,,,,,,,,,,W (3x)
1977,129,107,22,82.9%,225-69,76.5%,1596-1055,60.2%,11-12,47.8%,0,,,,,,,,,,,,W (5x)
1976,97,68,29,70.1%,143-79,64.4%,1145-889,56.3%,16-10,61.5%,0,,,,,,,,,,,,W (Los Angeles)
1975,103,71,32,68.9%,161-85,65.4%,1261-982,56.2%,6-9,40.0%,0,,,,,,,,,,,,W (3x)
1974,89,56,33,62.9%,118-79,59.9%,995-851,53.9%,11-9,55.0%,0,,,,,,,,,,,,W (Paris Indoor)
1973,85,52,33,61.2%,102-77,57.0%,865-755,53.4%,9-9,50.0%,0,,,,,,,,,,,,W (2x)
1972,24,11,13,45.8%,29-25,53.7%,263-256,50.7%,1-4,20.0%,0,,,,,,,,,,,,R16 (4x)
1971,13,5,8,38.5%,11-17,39.3%,114-135,45.8%,4-3,57.1%,0,,,,,,,,,,,,R16 (2x)
1970,4,0,4,0.0%,3-8,27.3%,39-59,39.8%,0-1,0.0%,0,,,,,,,,,,,,R32 (Houston)
Career,1034,702,332,67.9%,1506-831,64.4%,11878-9361,55.9%,132-116,53.2%,0,,,,,,,,,,,,
