Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Grass,3,2,1,66.7%,0,0,0,-,1980,1980,R16,0,,,,,,,,,,
Roland Garros,13,Clay,45,32,13,71.1%,18,12,6,66.7%,1972,1984,F,0,,,,,,,,,,
Wimbledon,12,Grass,36,24,12,66.7%,11,10,1,90.9%,1972,1984,SF,0,,,,,,,,,,
US Open,15,Hard,42,27,15,64.3%,16,6,10,37.5%,1970,1984,QF,0,,,,,,,,,,
Davis Cup,5,,12,5,7,41.7%,0,0,0,-,1975,1982,,0,,,,,,,,,,
Washington,11,Clay,30,20,10,66.7%,6,5,1,83.3%,1973,1984,W,0,,,,,,,,,,
Rome,11,Clay,27,16,11,59.3%,3,1,2,33.3%,1973,1983,SF,0,,,,,,,,,,
Queen's Club,9,Grass,31,22,9,71.0%,9,3,6,33.3%,1972,1984,F,0,,,,,,,,,,
Los Angeles,9,Hard,29,21,8,72.4%,4,1,3,25.0%,1973,1983,W,0,,,,,,,,,,
Stockholm,9,Hard,28,19,9,67.9%,10,6,4,60.0%,1974,1983,SF,0,,,,,,,,,,
Las Vegas,9,Hard,23,15,8,65.2%,7,5,2,71.4%,1973,1983,W,0,,,,,,,,,,
