Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,119,83,36,69.7%,170-79,68.3%,1292-840,60.6%,0-0,-,0,,,,,,,,,,,
Clay,103,78,25,75.7%,164-49,77.0%,1145-624,64.7%,0-0,-,0,,,,,,,,,,,
Grass,288,214,74,74.3%,453-165,73.3%,3309-2006,62.3%,0-0,-,0,,,,,,,,,,,
Carpet,21,19,2,90.5%,39-9,81.3%,264-152,63.5%,0-0,-,0,,,,,,,,,,,
Grand Slams,88,65,23,73.9%,137-53,72.1%,1010-634,61.4%,0-0,-,0,,,,,,,,,,,
Finals,65,35,30,53.8%,88-63,58.3%,709-652,52.1%,0-0,-,0,,,,,,,,,,,
Semi-finals,108,59,49,54.6%,126-102,55.3%,1096-993,52.5%,0-0,-,0,,,,,,,,,,,
Quarter-finals,129,91,38,70.5%,184-83,68.9%,1410-934,60.2%,0-0,-,0,,,,,,,,,,,
vs Righties,216,122,94,56.5%,272-204,57.1%,2302-2005,53.4%,0-0,-,0,,,,,,,,,,,
vs Lefties,19,16,3,84.2%,30-7,81.1%,210-97,68.4%,0-0,-,0,,,,,,,,,,,
