Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Campinas CH QF,L vs Guillen Meza,13.4%,17.9%,45.6%,17.5%,18.6%,25.6%,60.0%,24.9%,10.0%,78.3%,66.7%,4.3%,4.3%,22.7%,-72
2025 Merida CH R16,W vs Popko,12.5%,21.9%,47.6%,16.8%,18.3%,30.0%,44.9%,25.2%,18.5%,36.4%,50.0%,2.9%,8.8%,51.5%,-87
2025 Hersonissos CH R32,L vs Sakellaridis,16.1%,24.2%,49.0%,19.7%,17.5%,22.5%,48.5%,23.0%,19.0%,52.6%,50.0%,15.8%,31.6%,50.0%,32
2025 Buenos Aires CH R32,L vs Varillas,15.5%,25.6%,50.5%,20.7%,20.6%,38.1%,52.0%,31.3%,32.3%,65.6%,100.0%,11.3%,14.5%,49.1%,-1
2024 Temuco CH R16,W vs Kovacevic,24.2%,37.1%,65.0%,29.2%,29.0%,45.2%,77.3%,39.0%,33.3%,25.0%,50.0%,25.0%,37.5%,50.0%,89
2024 Vicenza CH R16,W vs Gaubas,18.0%,30.6%,54.0%,25.2%,19.7%,33.8%,54.4%,31.0%,29.4%,73.0%,85.7%,16.7%,27.8%,53.3%,47
2024 Asuncion CH R32,L vs Varillas,14.7%,26.5%,48.2%,21.8%,25.0%,41.7%,51.9%,38.3%,25.0%,50.0%,33.3%,3.3%,10.0%,44.8%,-84
Career (7 matches),,16.1%,26.2%,50.8%,21.4%,20.6%,33.4%,53.8%,29.8%,24.4%,56.7%,65.7%,11.0%,18.0%,46.8%,-7
