Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-3,40.0%,22-25,46.8%,0-0,-,0,,,,,,,,,,,,
2024,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,88.9%,62.5%,8.5%,6.4%,48.9%,73.9%,58.3%,66.0%,52.1%,57.6%,1.53,
2023,2,0,2,0.0%,1-3,25.0%,16-25,39.0%,1-1,50.0%,0,,,,,,,,,,,,
Career,5,2,3,40.0%,5-6,45.5%,50-55,47.6%,1-1,50.0%,1,88.9%,62.5%,8.5%,6.4%,48.9%,73.9%,58.3%,66.0%,52.1%,57.6%,1.53,
