Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Gonzalo Bueno [PER],4,1,80.0%,1,0,1,0.0%,2024,2026,5,1.11,3.1%,2.8%,66.2%,63.5%,45.9%,57.5%,47.0%,59.1%,50.0%
4,Daniel Dutra Da Silva [BRA],3,1,75.0%,1,1,0,100.0%,2024,2026,2,1.04,3.4%,0.9%,58.1%,58.8%,61.2%,59.8%,41.6%,46.2%,63.6%
4,Alvaro Guillen Meza [ECU],2,2,50.0%,1,1,0,100.0%,2024,2026,4,0.95,2.7%,2.3%,64.5%,61.3%,39.3%,53.5%,44.2%,61.9%,35.9%
4,Pedro Boscardin Dias [BRA],3,1,75.0%,0,0,0,-,2024,2025,4,1.42,1.4%,2.4%,65.1%,73.2%,60.8%,68.9%,44.1%,56.3%,41.2%
4,Renzo Olivo [ARG],1,3,25.0%,1,0,1,0.0%,2024,2025,4,0.91,2.1%,4.8%,59.3%,64.5%,43.0%,55.7%,40.4%,60.0%,28.9%
4,Luciano Emanuel Ambrogi [ARG],3,1,75.0%,0,0,0,-,2023,2025,1,1.44,0.0%,0.0%,57.1%,67.9%,61.9%,65.3%,50.0%,33.3%,50.0%
3,Juan Pablo Varillas [PER],0,3,0.0%,1,1,0,100.0%,2024,2026,3,0.94,3.0%,2.6%,53.2%,61.5%,51.6%,56.9%,40.5%,39.3%,36.7%
3,Gonzalo Villanueva [ARG],2,1,66.7%,0,0,0,-,2023,2025,2,1.07,0.5%,2.1%,64.2%,65.6%,45.6%,58.4%,44.3%,60.9%,43.5%
3,Lautaro Midon [ARG],1,2,33.3%,0,0,0,-,2025,2025,3,0.97,0.7%,3.0%,61.6%,59.9%,44.2%,53.9%,44.5%,55.6%,50.0%
3,Andrea Collarini [ARG],2,1,66.7%,1,1,0,100.0%,2025,2025,3,1.02,3.9%,3.9%,62.1%,65.3%,42.0%,56.5%,44.3%,53.6%,31.7%
3,Pedro Sakamoto [BRA],2,1,66.7%,0,0,0,-,2024,2025,2,1.19,1.4%,1.4%,57.1%,58.3%,52.4%,55.8%,52.6%,50.0%,60.9%
3,Juan Bautista Torres [ARG],0,3,0.0%,1,0,1,0.0%,2024,2025,3,0.61,1.7%,4.4%,55.0%,52.5%,43.2%,48.3%,31.6%,39.1%,50.0%
3,Maximus Jones [THA],3,0,100.0%,0,0,0,-,2024,2025,3,1.45,3.8%,2.7%,67.0%,73.4%,55.7%,67.6%,47.1%,60.0%,41.2%
3,Igor Gimenez [BRA],3,0,100.0%,0,0,0,-,2023,2025,1,1.80,0.0%,2.3%,60.5%,69.2%,70.6%,69.8%,54.3%,0.0%,45.5%
3,Franco Roncadelli [URU],2,1,66.7%,2,2,0,100.0%,2023,2025,2,1.00,0.9%,1.7%,58.1%,57.4%,50.0%,54.3%,45.8%,64.0%,52.6%
