Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 Bogota R16,L vs Osorio,17.8%,24.7%,44.6%,21.7%,30.4%,52.8%,35.0%,42.3%,80.0%,13.0%,17.4%,30.0%,54.5%,50.0%,0.0%,9
Career (1 matches),,17.8%,24.7%,44.6%,21.7%,30.4%,52.8%,35.0%,42.3%,80.0%,13.0%,17.4%,30.0%,54.5%,50.0%,0.0%,9
