Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,0.55,4.0%,8.0%,64.0%,68.8%,38.9%,58.0%,22.9%,50.0%,0
Roland Garros,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2022,2024,Q2,3,0.97,3.1%,1.7%,67.3%,61.1%,44.8%,55.8%,42.9%,51.6%,43.8%
Wimbledon,2,Grass,3,1,2,33.3%,0,0,0,-,2022,2024,Q2,3,0.98,1.5%,4.0%,67.2%,61.7%,53.8%,59.1%,39.9%,50.0%,31.3%
US Open,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2022,2023,Q1,2,0.86,3.1%,2.6%,66.7%,58.5%,47.7%,54.9%,38.8%,57.7%,43.8%
Antalya 125 2,2,Clay,3,1,2,33.3%,0,0,0,-,2025,2026,R16,3,1.04,1.0%,0.5%,73.7%,56.2%,48.1%,54.0%,47.6%,50.0%,40.6%
Antalya 125 1,2,Clay,2,0,2,0.0%,0,0,0,-,2025,2026,R32,2,0.71,2.5%,2.5%,69.4%,44.0%,45.9%,44.6%,39.3%,45.0%,62.5%
Ljubljana 125,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,R16,3,0.90,1.3%,1.0%,69.2%,56.0%,57.0%,56.3%,39.5%,64.1%,44.4%
Doha,4,Hard,4,0,4,0.0%,0,0,0,-,2022,2025,R32,4,0.69,0.8%,5.3%,70.6%,49.1%,43.1%,47.3%,36.3%,48.8%,31.6%
Dubai,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,R64,2,0.72,3.2%,0.0%,64.8%,53.1%,52.3%,52.8%,33.9%,50.0%,36.4%
Montevideo 125,2,Clay,6,4,2,66.7%,0,0,0,-,2022,2023,SF,6,1.10,0.9%,1.8%,70.2%,56.3%,55.1%,55.9%,48.4%,55.4%,56.6%
