Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),504,105,420,1301,367,1309,369,1283,,,345,231,,
2025,498,105,436,1293,382,1305,392,1273,,,340,226
2024,234,308,252,1475,297,1390,200,1469,216,1383,910,44
2023,242,312,280,1392,354,1253,244,1389,,,,
2022,182,356,241,1455,345,1221,204,1437,196,1376,,
2021,303,223,,,,,,,,,,
2020,503,82,,,,,,,,,495,127
2019,525,68,,,,,,,,,533,95
2018,726,11,,,,,,,,,700,24
2017,621,38,,,,,,,,,491,91
2016,1090,7,,,,,,,,,,
