Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2006 Miami Masters R64,W vs Djokovic,18,15,1.2,13.4%,11.2%,17,15,1.1,13.8%,12.2%,12.2%,1.6%,0.6,14.9%,25.4%
2005 Masters Cup RR,L vs Federer,13,21,0.6,9.8%,15.9%,13,13,1.0,10.9%,10.9%,5.0%,5.0%,0.9,22.0%,23.5%
2005 Beijing F,L vs Nadal,24,33,0.7,15.8%,21.7%,20,29,0.7,14.4%,20.9%,8.6%,5.8%,1.0,14.5%,14.5%
2005 US Open QF,L vs Ginepri,47,52,0.9,17.0%,18.8%,37,38,1.0,15.5%,16.0%,10.9%,4.6%,1.0,14.9%,15.6%
2005 Davis Cup RR,L vs Hewitt,49,56,0.9,19.5%,22.3%,42,50,0.8,18.8%,22.3%,11.6%,5.8%,1.2,18.3%,15.1%
2005 Rome Masters F,L vs Nadal,61,87,0.7,16.1%,23.0%,58,80,0.7,15.9%,22.0%,10.2%,5.8%,0.8,15.9%,20.9%
2005 Rome Masters SF,W vs Agassi,21,17,1.2,14.6%,11.8%,18,14,1.3,13.6%,10.6%,9.8%,3.8%,0.6,18.8%,29.2%
2005 Rome Masters R64,W vs Gonzalez,31,20,1.6,13.4%,8.6%,27,18,1.5,13.0%,8.7%,8.7%,2.4%,1.4,27.2%,19.8%
2005 Monte Carlo Masters F,L vs Nadal,34,59,0.6,14.8%,25.7%,33,56,0.6,14.7%,25.0%,10.3%,4.5%,0.6,11.7%,18.3%
2005 Monte Carlo Masters SF,W vs Ferrero,15,18,0.8,12.7%,15.3%,12,16,0.8,10.6%,14.2%,8.0%,2.7%,0.4,11.0%,28.8%
2005 Monte Carlo Masters QF,W vs Ferrer,16,27,0.6,9.7%,16.4%,14,25,0.6,8.9%,15.8%,7.6%,1.3%,0.7,17.6%,26.7%
2005 Australian Open R16,L vs Nalbandian,32,50,0.6,11.7%,18.2%,28,47,0.6,10.7%,18.0%,7.3%,3.4%,0.7,14.6%,21.5%
2004 Masters Cup RR,L vs Safin,5,16,0.3,5.7%,18.2%,4,13,0.3,5.2%,16.9%,1.3%,3.9%,1.2,23.9%,20.5%
2004 Roland Garros F,L vs Gaudio,37,73,0.5,13.0%,25.7%,32,67,0.5,12.2%,25.6%,9.5%,2.7%,0.4,11.3%,25.4%
2004 Roland Garros SF,W vs Henman,24,23,1.0,10.4%,10.0%,24,19,1.3,11.0%,8.7%,4.6%,6.4%,1.2,18.7%,16.1%
2004 Hamburg Masters F,L vs Federer,15,37,0.4,9.5%,23.4%,14,34,0.4,9.5%,23.1%,4.8%,4.8%,0.9,20.9%,23.4%
2004 Hamburg Masters SF,W vs Ljubicic,15,25,0.6,9.4%,15.6%,15,20,0.8,10.1%,13.5%,7.4%,2.0%,0.8,18.8%,24.4%
2004 Monte Carlo Masters F,W vs Schuettler,19,24,0.8,12.4%,15.7%,17,21,0.8,11.6%,14.3%,4.1%,7.5%,0.4,15.0%,34.0%
2004 Monte Carlo Masters SF,W vs Safin,11,21,0.5,8.1%,15.6%,11,15,0.7,9.0%,12.3%,5.7%,3.3%,0.6,18.5%,33.3%
2004 Miami Masters F,L vs Roddick,21,28,0.8,11.6%,15.5%,17,27,0.6,10.4%,16.6%,4.3%,6.1%,1.0,19.9%,19.3%
Career (30 matches),,744,929,0.8,13.2%,16.5%,665,826,0.8,12.8%,15.9%,8.2%,4.4%,0.8,17.4%,22.3%
