Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Jose Acasuso [ARG],6,3,66.7%,1,0,1,0.0%,1999,2006,3,1.29,1.4%,6.3%,66.8%,77.7%,42.0%,65.9%,44.2%,62.5%,36.7%
8,Mikhail Youzhny [RUS],6,2,75.0%,0,0,0,-,2002,2006,8,1.26,3.0%,2.6%,68.6%,64.5%,55.5%,61.7%,48.4%,54.8%,51.9%
8,Feliciano Lopez [ESP],7,1,87.5%,3,1,2,33.3%,2000,2003,7,1.34,7.0%,1.7%,56.3%,74.9%,59.2%,68.0%,42.8%,64.3%,56.5%
7,Sergio Roitman [ARG],6,1,85.7%,2,1,1,50.0%,1998,2006,1,1.08,1.7%,13.0%,63.5%,69.9%,40.5%,59.1%,44.2%,71.4%,50.0%
7,Nicolas Kiefer [GER],6,1,85.7%,2,1,1,50.0%,2000,2006,7,1.26,2.0%,8.3%,59.4%,72.6%,46.1%,61.8%,48.2%,58.3%,52.7%
7,Luis Horna [PER],5,2,71.4%,0,0,0,-,2000,2005,6,1.38,7.7%,2.6%,64.5%,72.7%,55.7%,66.7%,45.9%,54.5%,45.8%
7,Carlos Moya [ESP],5,2,71.4%,2,2,0,100.0%,2000,2005,7,1.23,1.2%,3.1%,68.8%,70.9%,54.1%,65.7%,42.2%,66.7%,45.3%
7,Andre Agassi [USA],2,5,28.6%,1,1,0,100.0%,2002,2005,7,0.86,4.1%,2.4%,68.0%,59.9%,45.4%,55.3%,38.5%,52.3%,47.4%
6,Agustin Calleri [ARG],3,3,50.0%,4,2,2,50.0%,2000,2006,4,1.13,3.9%,4.2%,60.8%,67.5%,58.0%,63.8%,41.0%,45.0%,45.7%
6,Fernando Gonzalez [CHI],5,1,83.3%,4,4,0,100.0%,2001,2005,6,1.17,5.0%,3.3%,64.2%,72.1%,56.5%,66.5%,39.2%,65.7%,33.3%
6,Juan Carlos Ferrero [ESP],3,3,50.0%,0,0,0,-,2002,2005,6,1.02,4.4%,3.6%,63.2%,61.4%,44.1%,55.0%,45.9%,58.5%,45.3%
5,Tommy Robredo [ESP],3,2,60.0%,3,1,2,33.3%,2000,2008,4,1.21,1.9%,6.7%,61.3%,65.3%,49.2%,59.0%,49.5%,55.6%,45.1%
5,Rafael Nadal [ESP],1,4,20.0%,2,1,1,50.0%,2003,2006,5,0.89,1.6%,4.3%,67.6%,57.3%,41.0%,52.0%,42.8%,58.1%,43.4%
5,Ivan Ljubicic [CRO],3,2,60.0%,0,0,0,-,2002,2005,5,0.92,3.7%,4.0%,65.7%,66.5%,54.4%,62.3%,34.8%,62.5%,57.1%
5,David Nalbandian [ARG],3,2,60.0%,2,1,1,50.0%,2000,2005,4,0.95,1.9%,6.5%,66.2%,60.9%,32.3%,51.2%,46.3%,40.9%,41.5%
