Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2006 Miami R64,W vs Djokovic,19.2%,25.0%,57.1%,23.3%,17.5%,25.0%,54.5%,22.7%,42.9%,36.8%,50.0%,25.0%,25.0%,66.7%,-79
2005 Masters Cup RR,L vs Federer,12.9%,15.7%,51.9%,17.0%,18.2%,20.5%,52.8%,24.8%,37.5%,46.4%,42.9%,5.9%,11.8%,50.0%,-74
2005 Beijing F,L vs Nadal,12.2%,26.8%,51.5%,21.8%,15.0%,33.3%,56.9%,28.2%,86.7%,10.0%,14.3%,6.3%,12.5%,33.3%,-63
2005 US Open QF,L vs Ginepri,19.9%,28.8%,57.6%,26.3%,26.7%,36.0%,55.6%,37.7%,37.5%,50.0%,33.3%,14.3%,26.2%,61.1%,0
2005 Davis Cup World Group QF RR,L vs Hewitt,19.3%,28.6%,44.8%,26.6%,26.1%,39.1%,49.0%,38.7%,52.9%,51.4%,71.4%,12.2%,17.1%,38.9%,-1
2005 Rome F,L vs Nadal,13.4%,21.8%,48.2%,19.0%,14.9%,23.6%,50.0%,22.5%,80.0%,23.1%,30.8%,10.6%,19.1%,42.9%,-16
2005 Rome SF,W vs Agassi,17.6%,26.5%,58.5%,23.1%,20.0%,30.0%,67.5%,27.4%,54.5%,28.6%,0.0%,13.3%,20.0%,30.8%,4
2005 Rome R64,W vs Gonzalez,23.3%,39.8%,63.6%,31.8%,30.9%,51.5%,70.2%,43.8%,63.3%,73.7%,100.0%,9.1%,18.2%,53.3%,-24
2005 Monte Carlo F,L vs Nadal,8.2%,16.4%,49.0%,13.9%,9.5%,23.8%,59.6%,19.5%,78.6%,42.9%,71.4%,6.8%,6.8%,34.1%,-48
2005 Monte Carlo SF,W vs Ferrero,17.2%,19.0%,56.5%,19.1%,24.4%,26.8%,61.3%,27.1%,76.5%,62.5%,33.3%,0.0%,0.0%,46.7%,-118
2005 Monte Carlo QF,W vs Ferrer,22.2%,24.7%,52.5%,23.6%,24.5%,26.4%,55.0%,26.6%,64.3%,88.0%,100.0%,19.2%,23.1%,47.6%,29
2005 Australian Open R16,L vs Nalbandian,15.8%,20.1%,41.2%,19.3%,20.0%,26.3%,50.0%,25.1%,73.9%,61.2%,66.7%,7.3%,7.3%,23.7%,-43
2004 Masters Cup RR,L vs Safin,14.3%,19.0%,54.5%,16.9%,12.9%,16.1%,55.6%,16.5%,52.9%,35.7%,50.0%,25.0%,37.5%,50.0%,82
2004 Roland Garros F,L vs Gaudio,14.8%,14.8%,44.0%,15.7%,17.0%,17.0%,42.5%,18.4%,75.0%,50.0%,33.3%,12.2%,12.2%,47.2%,-1
2004 Roland Garros SF,W vs Henman,25.4%,31.6%,45.7%,28.8%,25.9%,30.9%,48.3%,30.6%,73.5%,34.0%,50.0%,27.6%,37.9%,38.1%,105
2004 Hamburg F,L vs Federer,10.0%,21.0%,54.7%,15.7%,15.5%,31.0%,57.1%,25.3%,45.5%,75.0%,57.1%,3.7%,11.1%,50.0%,-81
2004 Hamburg SF,W vs Ljubicic,14.6%,21.3%,57.7%,22.7%,15.0%,25.0%,66.7%,27.0%,76.9%,67.6%,0.0%,16.7%,16.7%,35.0%,34
2004 Monte Carlo F,W vs Schuettler,14.5%,18.8%,71.4%,18.6%,12.5%,16.7%,69.0%,18.3%,77.3%,88.5%,100.0%,22.2%,27.8%,78.6%,91
2004 Monte Carlo SF,W vs Safin,13.6%,14.8%,61.7%,15.8%,17.0%,17.0%,63.6%,20.4%,85.7%,59.4%,0.0%,11.1%,16.7%,56.3%,-26
2004 Miami SF,W vs Gonzalez,26.5%,32.7%,50.7%,32.7%,29.4%,38.2%,56.3%,38.2%,66.7%,55.3%,50.0%,22.2%,22.2%,38.1%,72
Career (30 matches),,16.9%,23.7%,52.5%,22.0%,20.0%,28.2%,54.4%,27.5%,61.0%,55.7%,52.4%,12.2%,16.4%,48.3%,0
