Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2006 Miami R64,W vs Djokovic,0.0%,-,14.9%,75.0%,9.4%,22.9%,10.0%,10.7%,0.0%,2.5%,42.9%,-64,-68
2005 Masters Cup RR,L vs Federer,0.0%,-,9.0%,58.3%,8.9%,10.5%,0.0%,9.9%,35.7%,1.8%,25.0%,-77,-66
2005 Beijing F,L vs Nadal,2.6%,50.0%,21.3%,70.6%,8.1%,24.3%,4.0%,8.7%,20.8%,2.8%,40.0%,-45,-52
2005 US Open QF,L vs Ginepri,2.2%,100.0%,12.3%,83.3%,11.5%,16.5%,11.1%,8.6%,29.0%,1.7%,0.0%,-33,-17
2005 Davis Cup World Group QF RR,L vs Hewitt,3.6%,100.0%,10.5%,66.7%,9.3%,10.5%,5.0%,9.1%,21.4%,2.9%,38.5%,-10,3
2005 Rome F,L vs Nadal,3.5%,42.9%,16.7%,57.1%,8.0%,12.6%,5.5%,6.2%,9.4%,2.0%,28.6%,-74,-74
2005 Rome SF,W vs Agassi,0.0%,-,8.3%,75.0%,8.4%,4.4%,50.0%,3.8%,14.3%,3.0%,45.5%,-122,-111
2005 Rome R64,W vs Gonzalez,5.1%,100.0%,9.5%,63.6%,13.7%,13.8%,0.0%,9.8%,33.3%,2.5%,55.6%,-78,-72
2005 Monte Carlo F,L vs Nadal,1.8%,100.0%,16.1%,64.9%,6.6%,8.1%,4.7%,2.5%,7.4%,3.6%,28.1%,-102,-107
2005 Monte Carlo SF,W vs Ferrero,0.0%,-,10.2%,50.0%,5.4%,7.0%,0.0%,3.0%,6.3%,2.4%,50.0%,-144,-131
2005 Monte Carlo QF,W vs Ferrer,1.3%,0.0%,11.5%,57.9%,4.0%,7.8%,6.7%,1.2%,0.0%,2.7%,30.8%,-137,-115
2005 Australian Open R16,L vs Nalbandian,0.0%,-,9.9%,74.1%,4.7%,13.9%,16.7%,3.8%,22.2%,1.3%,44.4%,-94,-91
2004 Masters Cup RR,L vs Safin,0.0%,-,6.8%,66.7%,7.8%,13.0%,0.0%,3.4%,5.6%,1.9%,66.7%,-89,-82
2004 Roland Garros F,L vs Gaudio,0.0%,-,8.1%,60.9%,6.2%,11.2%,33.3%,4.0%,7.8%,1.6%,15.4%,-86,-79
2004 Roland Garros SF,W vs Henman,0.0%,-,10.4%,66.7%,10.9%,18.8%,0.0%,22.4%,38.7%,1.2%,40.0%,-57,-35
2004 Hamburg F,L vs Federer,0.0%,-,4.4%,44.4%,7.8%,10.0%,0.0%,9.2%,27.8%,0.9%,0.0%,-39,-58
2004 Hamburg SF,W vs Ljubicic,0.0%,-,8.8%,71.4%,6.0%,8.8%,0.0%,6.6%,60.0%,2.7%,44.4%,-89,-82
2004 Monte Carlo F,W vs Schuettler,0.0%,-,5.9%,77.8%,6.1%,12.2%,0.0%,5.0%,28.6%,1.2%,33.3%,-129,-119
2004 Monte Carlo SF,W vs Safin,0.0%,-,4.6%,71.4%,5.9%,6.1%,0.0%,3.5%,18.2%,2.0%,66.7%,-135,-121
2004 Miami SF,W vs Gonzalez,0.0%,-,11.7%,65.2%,11.1%,10.7%,12.5%,6.3%,33.3%,1.9%,0.0%,-100,-82
Career (30 matches),,1.0%,71.4%,10.5%,68.2%,7.7%,12.1%,6.3%,6.3%,20.7%,2.2%,30.8%,-88,-81
