Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Indian Wells R64,L vs Nadal,4.5,5.4,3.0,39.6%,31.6%,62.5%,21.4%,48.0%,11.1%,6.5,8.7,-11.5,-14.4
2018 Brisbane R32,W vs Thompson,3.7,3.4,3.9,54.7%,63.2%,56.3%,66.7%,50.8%,11.5%,9.5,11.0,3.0,4.1
2017 Cincinnati QF,L vs Isner,2.5,3.0,1.9,41.1%,56.5%,70.0%,66.7%,46.2%,11.1%,6.0,12.2,0.5,0.9
2017 Madrid R32,L vs Thiem,3.8,4.6,3.1,39.7%,51.9%,53.8%,16.7%,65.2%,8.8%,1.0,0.9,-4.0,-7.8
2015 Sacramento CH F,L vs Fritz,3.7,3.7,3.6,50.0%,53.7%,50.0%,40.0%,55.4%,7.5%,3.0,1.9,0.0,0.0
2015 Sacramento CH QF,W vs Mcdonald,3.7,3.5,3.9,50.0%,74.2%,70.0%,25.0%,51.9%,10.8%,8.0,10.3,6.5,10.0
2015 Sacramento CH R16,W vs Sandgren,4.4,4.0,4.7,53.3%,69.6%,50.0%,84.6%,49.5%,10.0%,4.5,4.2,11.5,11.7
2015 Tiburon CH R32,W vs King,4.9,5.2,4.7,63.3%,50.0%,40.0%,68.4%,57.4%,2.8%,9.0,6.4,7.0,6.9
2014 Champaign CH R32,W vs Kuznetsov,3.4,3.5,3.3,60.6%,44.0%,66.7%,57.1%,55.9%,1.6%,9.5,13.8,6.5,11.4
2014 Knoxville CH R32,W vs Nguyen,4.1,4.1,4.1,57.3%,51.2%,57.9%,63.6%,60.3%,11.3%,20.0,12.7,3.5,4.0
2014 Sacramento CH R16,W vs Vanni,3.9,4.5,3.4,52.6%,57.6%,63.6%,28.6%,50.5%,16.1%,0.5,0.3,1.0,0.8
Career (11 matches),,3.8,4.1,3.6,51.0%,55.2%,57.0%,48.7%,54.1%,9.7%,7.0,6.6,2.2,2.6
