Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,84,38,46,45.2%,96-110,46.6%,989-1007,49.5%,14-19,42.4%,83,77.5%,21.7%,8.0%,5.2%,52.6%,74.4%,50.7%,63.2%,36.2%,49.7%,0.98
Clay,15,4,11,26.7%,16-27,37.2%,200-229,46.6%,3-2,60.0%,15,74.6%,18.0%,5.9%,3.8%,52.2%,69.9%,51.7%,61.2%,35.0%,48.3%,0.90
Grass,14,6,8,42.9%,15-22,40.5%,178-197,47.5%,4-5,44.4%,14,79.8%,16.8%,7.5%,4.9%,49.5%,74.7%,52.2%,63.3%,33.6%,48.8%,0.92
Grand Slams,17,7,10,41.2%,26-35,42.6%,298-309,49.1%,4-5,44.4%,17,79.5%,20.5%,7.9%,4.1%,49.6%,74.5%,52.2%,63.3%,36.0%,49.6%,0.98
Masters,36,18,18,50.0%,40-42,48.8%,396-411,49.1%,8-6,57.1%,35,76.5%,21.5%,7.7%,5.4%,52.8%,73.1%,50.2%,62.3%,36.8%,49.6%,0.98
Other Tours,57,23,34,40.4%,60-78,43.5%,657-694,48.6%,9-15,37.5%,57,77.6%,20.4%,7.6%,5.1%,52.7%,74.1%,51.3%,63.3%,35.2%,49.4%,0.96
Best of 5,17,7,10,41.2%,26-35,42.6%,298-309,49.1%,4-5,44.4%,17,79.5%,20.5%,7.9%,4.1%,49.6%,74.5%,52.2%,63.3%,36.0%,49.6%,0.98
Best of 3,96,41,55,42.7%,101-124,44.9%,1069-1124,48.7%,17-21,44.7%,95,76.8%,20.5%,7.6%,5.2%,52.8%,73.5%,50.7%,62.8%,35.6%,49.3%,0.96
Semi-finals,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,71.4%,14.3%,4.2%,6.3%,45.3%,67.4%,51.9%,58.9%,32.1%,46.6%,0.78
Quarter-finals,3,1,2,33.3%,3-4,42.9%,40-34,54.1%,0-2,0.0%,3,94.4%,16.7%,13.2%,3.6%,56.4%,79.0%,62.5%,71.8%,33.9%,52.1%,1.20
vs Righties,93,40,53,43.0%,109-131,45.4%,1172-1202,49.4%,20-25,44.4%,92,78.0%,21.1%,7.5%,5.1%,51.9%,74.2%,51.1%,63.1%,35.9%,49.5%,0.97
vs Lefties,20,8,12,40.0%,18-28,39.1%,195-231,45.8%,1-1,50.0%,20,74.1%,17.5%,8.4%,4.4%,53.6%,71.1%,51.1%,61.8%,34.1%,48.3%,0.89
vs Top 10,10,1,9,10.0%,5-20,20.0%,95-145,39.6%,1-0,100.0%,9,67.5%,12.3%,5.6%,4.4%,50.7%,68.4%,48.2%,58.5%,31.1%,45.1%,0.75
