Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Indian Wells R64,L vs Nadal,48.6%,33.3%,5.4%,2/0,2.25,2.1%,42.9%,33.3%,0.0%,1.87,4.3%,69.2%,33.3%,15.4%,2.60,0.0%
2018 Brisbane R32,W vs Thompson,70.7%,53.7%,3.4%,1/1,2.53,3.0%,88.2%,50.0%,0.0%,2.53,5.9%,73.3%,63.6%,13.3%,2.53,0.0%
2017 Cincinnati QF,L vs Isner,32.4%,47.8%,5.6%,2/2,2.47,8.1%,26.9%,35.7%,0.0%,2.33,20.0%,64.3%,66.7%,28.6%,2.57,0.0%
2017 Madrid R32,L vs Thiem,64.9%,43.2%,0.0%,0/0,2.31,10.8%,62.5%,36.7%,0.0%,2.47,16.7%,87.5%,71.4%,0.0%,2.16,5.3%
2015 Sacramento CH F,L vs Fritz,62.8%,45.1%,4.4%,3/2,2.25,3.8%,56.1%,46.9%,0.0%,2.02,7.7%,83.0%,43.6%,10.6%,2.46,0.0%
2015 Sacramento CH QF,W vs Mcdonald,74.1%,60.0%,1.9%,1/0,2.88,12.1%,68.8%,54.5%,0.0%,2.73,17.4%,81.8%,66.7%,4.5%,3.20,9.1%
2015 Sacramento CH R16,W vs Sandgren,68.9%,59.5%,1.6%,1/0,2.45,3.2%,66.7%,62.5%,2.8%,2.25,6.3%,81.8%,55.6%,0.0%,2.67,0.0%
2015 Tiburon CH R32,W vs King,62.5%,65.7%,0.0%,0/0,2.39,9.8%,70.0%,57.1%,0.0%,2.03,20.0%,70.0%,100.0%,0.0%,2.71,0.0%
2014 Champaign CH R32,W vs Kuznetsov,64.2%,58.8%,1.9%,0/1,2.25,10.8%,56.8%,47.6%,0.0%,1.97,11.8%,92.9%,76.9%,7.1%,2.48,10.0%
2014 Knoxville CH R32,W vs Nguyen,74.0%,49.1%,10.4%,2/6,2.42,3.4%,80.9%,50.0%,4.3%,2.15,10.5%,82.6%,47.4%,26.1%,2.54,0.0%
2014 Sacramento CH R16,W vs Vanni,53.4%,51.1%,0.0%,0/0,2.55,12.5%,46.9%,52.2%,0.0%,2.39,25.0%,80.0%,50.0%,0.0%,2.71,0.0%
Career (11 matches),,61.4%,51.9%,3.3%,50.0%,2.42,7.1%,59.8%,49.1%,0.7%,2.25,13.5%,79.8%,56.3%,9.6%,2.57,1.7%
