Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Rio de Janeiro QF,W vs Cerundolo,4.4,4.9,4.0,52.2%,59.4%,40.0%,69.2%,51.8%,4.2%,13.5,11.0,-7.0,-6.1
2025 US Open R128,L vs Sinner,3.9,4.2,3.5,27.0%,34.3%,81.8%,54.5%,48.3%,15.4%,-1.0,-1.1,-3.0,-3.4
2025 Rome R32,L vs Draper,4.9,5.5,3.9,45.3%,35.5%,50.0%,52.9%,49.2%,6.8%,4.5,3.5,-4.0,-3.3
2024 Lima CH F,W vs Moller,5.8,6.0,5.6,50.7%,51.1%,46.4%,62.9%,47.9%,9.1%,1.0,0.5,3.5,1.6
2024 Wimbledon R128,L vs Djokovic,4.5,5.5,2.9,25.3%,43.6%,58.8%,47.4%,46.0%,24.2%,0.5,0.4,14.0,12.4
2021 Gstaad R16,W vs Shapovalov,2.6,3.0,2.2,54.9%,42.9%,62.5%,50.0%,59.0%,15.3%,1.5,1.9,5.0,10.2
Career (6 matches),,4.4,5.0,3.7,43.1%,44.8%,53.7%,57.6%,49.5%,12.0%,3.3,2.6,1.4,1.2
