Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,2,2,50.0%,4-4,50.0%,43-43,50.0%,2-0,100.0%,4,79.5%,18.2%,4.9%,7.1%,57.2%,66.7%,57.9%,62.9%,39.6%,50.8%,1.07,QF (Canberra)
2025,36,24,12,66.7%,52-28,65.0%,400-322,55.4%,3-0,100.0%,36,73.5%,36.7%,4.0%,3.9%,62.8%,68.1%,48.5%,60.8%,43.9%,52.5%,1.12,W (Naples)
2024,39,24,15,61.5%,52-42,55.3%,462-427,52.0%,6-1,85.7%,39,69.1%,34.6%,3.7%,5.4%,61.6%,66.0%,48.0%,59.1%,43.3%,51.1%,1.06,W (2x)
2023,51,33,18,64.7%,71-49,59.2%,599-524,53.3%,8-9,47.1%,51,69.9%,37.6%,3.2%,4.1%,58.6%,64.9%,49.1%,58.4%,44.7%,51.5%,1.07,W (2x)
2022,48,28,20,58.3%,64-50,56.1%,554-524,51.4%,11-4,73.3%,47,70.9%,31.9%,3.8%,4.4%,59.3%,65.8%,49.9%,59.3%,42.1%,50.5%,1.03,W (Prostejov)
2021,42,21,21,50.0%,49-53,48.0%,472-490,49.1%,4-7,36.4%,42,65.4%,33.1%,3.6%,3.6%,59.5%,63.5%,47.5%,57.0%,42.6%,49.8%,0.99,SF (4x)
2020,22,12,10,54.5%,28-23,54.9%,246-248,49.8%,8-1,88.9%,22,69.6%,28.9%,6.0%,3.8%,57.7%,66.2%,47.7%,58.4%,41.9%,50.5%,1.01,QF (3x)
2019,19,8,11,42.1%,21-26,44.7%,217-223,49.3%,1-2,33.3%,19,62.8%,36.1%,2.7%,4.3%,59.9%,62.6%,46.0%,56.0%,43.6%,49.7%,0.99,QF (Sibiu)
2017,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,80.0%,9.1%,1.0%,3.0%,60.0%,61.7%,60.0%,61.0%,28.6%,46.9%,0.73,R32 (Prague)
Career,262,152,110,58.0%,341-277,55.2%,3002-2814,51.6%,43-25,63.2%,261,69.3%,34.0%,3.8%,4.3%,59.9%,65.4%,48.6%,58.6%,43.1%,50.8%,1.04,
